,id,country,weight,width,height,thickness,screen_resol,screen_size,screen_type,MaxSDMemory,PhoneMemory,RAM,OperSystem,SIMType,Warranty,CPUType,CPUFreq,CPUCores,MainCameraMP,FrontCameraMP,SIMNumber,Wireless,CommunicStand,SatelliteNavig,Battery,InterfaceType,MusicWorkingTime,VideoWorkingTime,sales_count
602,25706745,Китай,156 г,7.1 см,,0.98 см,480x960,5.45'',IPS,128 ГБ,16 ГБ,2 ГБ,Android 10 Go,Micro-SIM,1 год,UNISOC SC7731E,1300 МГц,4,2 Мп,,2,2G; Wi-Fi 802.11 a/b/g/n; 3G; Bluetooth 4.2,2G; 3G,AGPS; GPS,2000 mAh,Micro USB,,,100
603,116159639,Китай,198 г,7.7 см,16.7 см,0.86 см,720x1600,"6,74""",TFT,,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8,48 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi,"GSM (2G), EDGE (2.9G), UMTS (3G), HSPA (3.5G), HSPA+ (3.75G), LTE (4G), GPRS (2.5G)",ГЛОНАСС; GPS; BeiDou,5000 мАч,Type - C,,,50
604,99531893,Китай,182 г,7.6 см,16.4 см,0.8 см,2408x1080,,LCD,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,,1800 МГц,8,50 Мп,16 Мп,2,Bluetooth; Wi-Fi,,GPS; ГЛОНАСС,5000 мАч,"3,5 мм; Type-C USB 2.0",,,40
605,119437602,Вьетнам,263 г,15.5 см,15.5 см,0.69 см,,"7.6""",Dynamic AMOLED 2X,,512 ГБ,12 ГБ,Android 12,Nano-SIM,1 год,Qualcomm Snapdragon 8+ Gen 1,3200 МГц,8 ядер,,10 Мп,2,BlueTooth 5.2; NFC; Wi-Fi,4G; 5G,Galileo; GPS; ГЛОНАСС,4400 мА*ч,USB Type-C,,,20
606,51728992,Китай,195 г,7.58 см,16.35 см,0.87 см,1080x2400,6.6'',IPS,1 ТБ,128 ГБ,8 ГБ,Android; MIUI,Nano-SIM,1 год,MediaTek Dimensity 810,2400 МГц,8,50 Мп,16 Мп,2,"Wi-Fi, NFC, Bluetooth",5G / 4G / 3G / 2G,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 мА*ч,Type - C; 3.5 mm,,,8500
607,134070604,Китай,,7.15 см,14.6 см,0.7 см,2532x1170,"6.1""",Super Retina XDR,,512,6,iOS,eSim,1 год,A15 Bionic,,6,,,,,"4G, 5G, LTE","GALILEO, GPS, ГЛОНАСС",,Lightning,,,1
608,102655715,Китай,195 г,7.65 см,16.5 см,0.86 см,1600x720,6.55'',IPS,128 ГБ,64 ГБ,4 ГБ,Andriod 11,Nano-SIM,12 мес. гарантия от производителя,MediaTek Helio P70,2.1 МГц,8,12 Мп,13 Мп,2 nano-SIM,"Bluetooth 4.2; WIFI: IEEE 802,11 a/b/g/n/ac; WiFi 2,4G/5G",3G; 4G; LTE,A-GPS; GPS; glonass,4000 mAh,USB (Type C),,,20
609,116351004,Китай,176 г,6.9 см,15.2 см,,2400 x 1080,"6,28""",AMOLED,,256 ГБ,8 ГБ,Android,Nano-SIM,12 мес,Qualcomm,,,50 Мп,32 Мп,2 SIM,bluetooth; gps; nfc; wi-fi; ик-порт,2G / 3G / 4G LTE,"ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo, QZSS",4500 mAh,USB Type C,,,200
610,15430990,Китай,,,,,,,,,,,,,1 год,,,,,,,,,,4000 мАч,,,,60
611,100150450,Китай,138 г,6.71 см,13.8 см,0.71 см,1334x750,4.7'',IPS,,128 ГБ,2 ГБ,iOS,Nano-SIM,,Apple A10 Fusion,2300 МГц,4,12 Мп,7 Мп,1,Bluetooth 4.2; NFC; Wi-Fi,2G; 3G; 4G LTE,A-GPS; GPS; ГЛОНАСС,1960 mAh,lightning 8 pin,,,20
612,114169913,Китай,195 г,7.8 см,17.1 см,0.89 см,,6.82 дюйм,IPS,256GB,64 GB,4 GB,Android,Nano-SIM,1 год ( 12 месяцев ),Tiger T610,2300 МГц,8,,,2 SIM,Bluetooth; Wi-Fi; GPS,3G; 4G; 2G,ГЛОНАСС; GPS,6000,USB Type-C; 3.5,,,10
613,121115934,Китай,,7.15 см,14.6 см,,,,,,1000,,iOS,Nano-SIM,1 год,Apple A15 Bionic,,6,,,1,,,,,Lightning,,,1
614,18088252,Китай,161 г,7.5 см,15.5 см,1.02 см,1440x720,5.7'',IPS,128 ГБ,32 ГБ,1 ГБ,Android 10,nano SIM,1 год,Unisoc SC9863A,1600 МГц,8,5 Мп,,2,GSM; Wi-Fi; Bluetooth 4.2,3G; 4G; 2G,A-GPS; ГЛОНАСС; GPS,2700 мА*ч,microUSB,,,90
615,115750601,Китай,204 г,,17 см,0.9 см,1650 x 720,"6,71""",,1 ТБ,64 ГБ,4 ГБ,Andorid,Nano-SIM,1 год,JLQ JR510,2000 МГц,8,13 Мп,,2 SIM,Bluetooth; Wi - Fi,2G 3G 4G,GPS; ГЛОНАСС; Galileo,6000 мAч,USB Type C,,,100
616,133648307,Индия,,7.5 см,16.4 см,0.9 см,,6.5'',,,32,,Android 11 c интерфейсом One UI,Nano-SIM,1 год,MTK P35 MT6765,,,,,2 SIM,Bluetooth; Wi Fi,,GPS + Glonass + Galileo,5000 mAh,Type - C,,,40
617,133641988,Вьетнам,,,,,2408x1080,"6.6""",PLS,1 ТБ,64 ГБ,4 ГБ,,Nano-SIM,1 год,Qualcomm Snapdragon 680,,8 ядер,,,2,NFC; Wi-Fi; Bluetooth 5.0,4G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C; Jack 3.5 мм,,,10
618,91959375,Китай,,,,,,6.53'',IPS,1 ТБ,128 ГБ,4 ГБ,Android,,,,,4,13 Мп,,2,,,,5000 мАч,,,,30
619,98601902,,,,,,2340 x 1080 FHD,6.3,,,128,8,,,,MediaTek Helio P90,,8,,8 Мп,2,,,,6600,"USB 2.0, двусторонний разъем Type-C 1.0, USB On-The-Go",,,10
620,136483265,Китай,,,,,1600 x 720,"6,82""",IPS,256 Gb,64,4,Android,Nano-SIM,1 год,Unisoc T610,,8,,,2,Bluetooth; Wi-Fi; GPS,2G / 3G / 4G LTE,A-GPS; ГЛОНАСС; GPS,6000 mAh,"Type - C; 3,5 мм",,,5
621,36626129,Вьетнам,191 г,7.78 см,177.7 см,0.88 см,,6.82'',,256 ГБ,32 ГБ,2 ГБ,Android 11.0,,12 мес,,,,13 Мп,5 Мп,2 SIM,Bluetooth; Wi-Fi,,,6000 mAh,"Micro USB; 3,5 jack",,,100
622,88675518,Китай,196 г,7.7 см,16.5 см,0.9 см,1600x720,"6,53""",IPS,,32 ГБ,2 ГБ,Andorid,Nano-SIM,1 год,MediaTek Helio G25,2000 МГц,8,13 Мп,5 Мп,2 SIM,Bluetooth; Wi-Fi,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Beidou / A-GPS,5000 мАч,mini-jack 3.5 mm; Micro USB,,,700
623,84888177,Вьетнам,195 г,7.58 см,15.7 см,0.76 см,2340x1080,"6.6""",Dynamic AMOLED 2X,,128 ГБ,8 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 2200,2800 МГц,8 ядер,50 Мп,,2,NFC; Wi-Fi; BlueTooth 5.2,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,4500 mAh,USB Type-C,,,10
624,113254229,Вьетнам,167 г,7.06 см,14.6 см,14.6 см,2400x1080,"6.1""",Dynamic AMOLED 2X,,128 ГБ,8 ГБ,,Nano-SIM,1 год,Samsung Exynos 2200,2800 МГц,8 ядер,,,2,BlueTooth 5.2; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,3700 mAh,USB Type-C,,,30
625,58255505,Китай,160 г,7.37 см,15.34 см,1.02 см,1440 x 720,"5,7""",IPS,128 ГБ,16 ГБ,3 ГБ,Andriod 11,Nano-SIM,1 год,Unisoc ums312 (T310),2000 МГц,4 ядра,5 Мп,,2 SIM,Bluetooth - V5.0; WI-FI 2.4 GHz,3G; LTE; 2G,GPS (спутник) + A-GPS + ГЛОНАСС,2700 мАч,Micro-USB,,,100
626,98601870,,,,,,1560 x 720 HD+,"6.088""",,,256,8,,,,MediaTek MT6873,,,,16 Мп,2,,,,5200,"USB 2.0, Type-C",,,20
627,45572906,Китай,,,,,1440 x 720,5.5,IPS,256 ГБ,64 ГБ,4 ГБ,Android,Nano-SIM,,MediaTek Helio P22,1800 МГц,8; 8 Гб,13 Мп,,2,NFC; Wi Fi; GPS; Blueooth,"4G LTE, 3G",ГЛОНАСС/GPS/A-GPS/EPO-GPS,4000 мА*ч; 4000,USB Type-C,,,50
628,106453616,,211 г,7.59 см,16.4 см,0.91 см,1600x720,"6.5""",TFT,,32 ГБ,2 ГБ,Android,Nano-SIM,1 год,Unisoc SC9863A,1600 МГц,8,,,2,Bluetooth; Wi-Fi,4G LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,Jack 3.5 мм; Micro USB,,,30
629,94454061,Вьетнам,211 г,7.59 см,16.4 см,0.91 см,1600x720,"6.5""",PLS,1 ТБ,32 ГБ,2 ГБ,,Nano-SIM,1 год,Spreadtrum SC9863A,1600 МГц,8 ядер,,,2,Bluetooth 4.2; Wi-Fi,4G; LTE,ГЛОНАСС; GPS,5000 mAh,Micro USB; Jack 3.5 мм,,,200
630,110288706,Китай,193 г,7.6 см,16 см,,720 x 1600,"6.6""",IPS,128 ГБ,32,2,Android 11.x,Nano-SIM,1 год,,1600 МГц,8,8 Мп,,2,Bluetooth; NFC; Wi-F,3G; 2G; 4G,,5000 mAh,Слот для SIM-карты; microUSB; 3.5 мм,,,10
631,84900121,Китай,193 г,7.6 см,16 см,,720 x 1600,"6.6""",IPS,128 ГБ,32,2,Android 11.x,Nano-SIM,1 год,,1600 МГц,8,8 Мп,5 Мп,2,NFC; Bluetooth; Wi-F,3G; 2G; 4G,,5000 mAh,microUSB; 3.5 мм; Слот для SIM-карты,,,10
632,99299371,Китай,238 г,7.8 см,16 см,0.76 см,2778х1284,"6.7""",OLED,,512 ГБ,,iOS,Nano-SIM,1 год,Apple A15 Bionic,3200 МГц,6 ядер,,,1,Bluetooth 5.0; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,,Lightning,,,1
633,84888189,Вьетнам,195 г,7.58 см,15.7 см,0.76 см,2340x1080,"6.6""",Dynamic AMOLED 2X,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 2200,2800 МГц,8 ядер,50 Мп,,2,NFC; Wi-Fi; BlueTooth 5.2,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,4500 mAh,USB Type-C,,,5
634,122580557,Китай,,,,,720x1600,"6,74""",TFT,,128 ГБ,4 ГБ,android 11,Nano-SIM,1 год,Qualcomm Snapdragon 680,,8,,,2,Bluetooth; NFC; Wi-Fi,,ГЛОНАСС; GPS; BeiDou,5000 мАч,Type - C,,,5
635,119350257,Китай,325 г,7.94 см,15.9 см,1.8 см,1440 x 720,"5,7""",IPS,256 ГБ,64,4,Android,Nano-SIM,1 год,MediaTek Helio P35,2300 МГц,8,13 Мп,8 Мп,2,NFC; Wi Fi; Bluetooth,2G / 3G / 4G LTE,ГЛОНАСС + BeiDou + Galileo; GPS,8580 мАч,USB Type C,,,20
636,123119407,Китай,215 г,7.9 см,1.1 см,1 см,1600 x 720,"6,8",IPS,128 ГБ,32 ГБ,3,Android,nano SIM,1 год,UNISOC T310,,4,13 Мп,,2,Wi-Fi; Bluetooth,2G; 3G; 4G,,4000 mAh,-,,,10
637,132519250,Китай,255 г,7.8 см,15.7 см,,720х1440,5.7,,,32,4,Android,nano SIM,1 год,"Helio A25 (8 ядер), 2.0 ГГц",,8,13 Мп,8 Мп,2,Wi-Fi; Bluetooth; GPS,2G; 3G; 4G,Galileo; GPS; ГЛОНАСС,5580 мАч,USB,,,5
638,120843168,Китай,182 г,7.56 см,16.4 см,0.85 см,1600 x 720,"6,5''",IPS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Unisoc; T612,1820 МГц,8,,5 Мп,2,WI-FI 2.4 GHz; Bluetooth 5.0,2G / 3G / 4G LTE,"GPS, A-GPS, ГЛОНАСС, Beidou, GALILEO",5000 мАч,microUSB,,,90
639,118966937,Китай,,,,,720*1600,"6,5""",IPS,256 Gb,32 GB,2 GB,Android,nano SIM,,MediaTek Helio A20,,4,,8 Мп,2 SIM,GPS; Blootouth 5.0; NFS,2G; 3G; 4G (LTE),A-GPS; GPS; ГЛОНАСС,5000 мAh,mini jack 3.5 mm; Micro - USB,,,10
640,119275824,Китай,190 г,7.64 см,16.42 см,0.88 см,720x1600,6.517,HD+,256 ГБ,32 ГБ,2 ГБ,Android 12.0 go,nano SIM,12 мес,MTK6739,1500 МГц,4,16 Мп,5 Мп,2,4G LTE; GPS; Wi-Fi; Bluetooth,4G,Galileo; GPS; ГЛОНАСС,5150 мА*ч,USB Type C,,,10
641,94021420,Китай,,,,,1080x2400,6.6'',IPS,1 ТБ,128 ГБ,8 ГБ,Android; MIUI,Nano-SIM,1 год,MediaTek Dimensity 810,120 МГц,8,,16 Мп,2,"Wi-Fi, NFC, Bluetooth",5G / 4G / 3G / 2G,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 мА*ч,3.5 mm; Type - C,,,5
642,94982494,Китай,195 г,7.69 см,16.88 см,0.85 см,2460x1080,"6.78""",IPS,256 ГБ,128,6,Android 12,Nano-SIM,12 месяцев,"Helio G85 (8 ядер), 2.0 ГГц",2000 МГц,8,48 Мп,,2,Bluetooth 5.0; Wi-Fi; NFC; OTG,Поддержка сетей 4G (LTE); 3G; 2G,"ГЛОНАСС, GPS, A-GPS, BeiDou, Galileo",5000 мА*ч,USB Type-C,,,5
643,116631401,Китай,190 г,7.64 см,16.52 см,0.89 см,720x1600,"6.5""",Сенсорный,256 ГБ,32,2,Android,Nano-SIM,1 год,Unisoc SC9863A,2300 МГц,8 (4+4),13 Мп,5 Мп,2,Blueooth; Wi - Fi,,ГЛОНАСС; GPS; BeiDou,5000 мАч,microUSB 2.0,,,30
644,123326890,Китай,,,,,1600x720,6.5,IPS,1 ТБ,32,2,Realme UI на основе Android,Nano-SIM,,Unisoc T612,1820 МГц,8,5 Мп,,2,4G LTE; Bluetooth,2G; 3G; 4G LTE,A-GPS; GPS; Galileo,5000 мА*ч,Micro USB,,,20
645,96944224,Китай,205 г,7.6 см,16.4 см,0.81 см,2400 x 1080,"6.67""",AMOLED,,256,8,Android,Nano-SIM,1 год,Snapdragon 695,2200 МГц,8,,16 Мп,2 шт,Bluetooth; NFC; Wi-F,2G / 3G / 4G LTE / 5G,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 мАч,mini-jack 3.5 mm; USB Type-C,,,5
646,115587053,Китай,190 г,16 см,16 см,,720 x 1600,"6.71""",цветной (сенсорный),1 ТБ,64 GB,3 GB,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8,50 Мп,5 Мп,2 SIM,Bluetooth; NFC; Wi-Fi,3G / 4G LTE,,5000 мАч,USB Type-C,,,30
647,98601888,,,,,,1280х720 HD,5.0,,,16,2,Android 10.0,,,MediaTek Helio A20,,4,,5 Мп,2,,,,4000,Micro-USB,,,70
648,131684433,Китай,,7.15 см,14.6 см,0.7 см,2532х1170,"6.1""",OLED,,128 ГБ,6 ГБ,iOS,Nano-SIM,1 год,Apple A15 Bionic,,6 ядер,,,1,Bluetooth 5.0; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,,Lightning,,,1
649,100537672,Китай,191 г,7.56 см,16.43 см,0.85 см,2412 x 1080,"6,6""",IPS,1 ТБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 695,,8,,,2,"Wi-Fi 2,4 GHz / 5 GHz; NFC; Bluetooth 5.1",2G / 3G / 4G (LTE) / 5G,"GPS, A-GPS, GALILEO, Beidou, ГЛОНАСС",5000 мАч,"USB Type-C; Mini-Jack 3,5 mm",,,20
650,106454899,,196 г,7.59 см,16.4 см,0.91 см,1600x720,"6.5""",PLS,1 ТБ,32 ГБ,3 ГБ,Android,Nano-SIM,1 год,Unisoc SC9863A,1600 МГц,8 ядер,,,2,Bluetooth 5.0; Wi-Fi,4G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,Jack 3.5 мм; Micro USB,,,10
651,123349884,Китай,,,,,2408x1080,6.6,IPS,256 ГБ,64,4,android 11,Nano-SIM,,Unisoc T616,2400 МГц,8,50 Мп,,2,4G LTE; Bluetooth,2G; 3G; 4G LTE,A-GPS; GPS; Galileo,5000 мА*ч,USB Type-C,,,10
652,96628263,Китай,190 г,8 см,17 см,0.83 см,2400 x 1080,"6.43""",IPS,1 ТБ,128 ГБ,6 ГБ,Android; MIUI,Nano-SIM,24дней,Snapdragon 680,,8,,,2,Bluetooth 5.0; Wi-Fi,"2G, 3G, 4G LTE","GALILEO,ГЛОНАСС,Beidou; GPS/ A-GPS",5000 mAh,3.5 mm; USB Type-C,,,5
653,133887726,,174 г,,,,1600x720,6.52,TFT,,64 ГБ,3 ГБ,Android,nano SIM,12 месяцев,UNISOC SC9863A 1.6 ГГц,1600 МГц,,,,2,2G; 3G; 4G LTE; Bluetooth; Wi-Fi,,,3200 mAh,type-c,,,10
654,102248343,Китай,202 г,7.59 см,16.31 см,0.86 см,2712 × 1220,"6.67""",AMOLED 120 Гц,,128 ГБ,8 ГБ,Android,nano SIM,1 год,MediaTek Dimensity 8100-Ultra,2850 МГц,8,,20 Мп,2,Bluetooth 5.3; Wi-Fi; NFC; ИК-Порт,2G/ 3G/ 4G LTE/ 5G,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мА·ч,USB Type-C,,,10
655,111283548,Республика Корея,228 г,8 см,16.3 см,0.9 см,2400 х 1080,6.8 дюйм,Dynamic AMOLED 2X,,256 ГБ,12 ГБ,Android,Nano-SIM,1 год ( 12 месяцев ),Samsung Exynos 2200,2800 МГц,8,108 Мп,40 Мп,2 SIM,"NFC, Bluetooth, GPS, Wi-Fi",2G / 3G / 4G LTE,GPS + ГЛОНАСС,5000 mAh,USB Type-C,,,1
656,100385449,Китай,202 г,7.7 см,17.2 см,0.87 см,1640х720,6.82,IPS,512 ГБ,64,3,Android 12,NanoSIM,1 год,2.0 ггц; Helio G25 (8 ядер),,8,8 Мп,5 Мп,2 SIM,Bluetooth; GPS; Wi-Fi,"2,3,4 G",GPS,5000 mAh,Micro - USB,,,5
657,104199631,Китай,194 г,7.57 см,15 см,0.83 см,1792x828,"6.1""",Liquid Retina HD,,128,4,iOS,Nano-SIM,1 год,Apple A13 Bionic,2650 МГц,6,,,1,Bluetooth 5.0; NFC; Wi-Fi,4G; LTE; 5G,Galileo; GPS; ГЛОНАСС,3110,Lightning,,,1
658,115842118,Китай,138 г,,13.8 см,0.71 см,1334x750,"4.7""",IPS,,256 GB,2 GB,iOS,Nano-SIM,,Apple A11 Bionic,2300 МГц,4,12 Мп,,1 SIM-карта,"Bluetooth 4.2, NFC, Wi-Fi","2G, 3G, 4G, LTE","A-GPS , GPS , ГЛОНАСС",1960 mAh,Lighthing,,,10
659,18878106,Китай,125 г,6 см,10 см,1.3 см,1440x720,5.5'',IPS,128 ГБ,32 ГБ,4 ГБ,,nano SIM,1год,MediaTek Helio A22,2000 МГц,4,13 Мп,5 Мп,2,Bluetooth 5.0,2G,A-GPS,8000 мА*ч,USB Type-C,,,100
660,104995059,,,,,,,6.1,,,128 ГБ,6 ГБ,iOS 16,nano SIM; Apple SIM; micro SIM,1 год,,,6 ядер,,,,,,,,Lightning,,,1
661,120843172,Китай,182 г,7.56 см,16.4 см,0.85 см,1600 x 720,"6,5''",IPS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Unisoc; T612,1820 МГц,8,,5 Мп,2,Bluetooth 5.0; WI-FI 2.4 GHz,2G / 3G / 4G LTE,"GPS, A-GPS, ГЛОНАСС, Beidou, GALILEO",5000 мАч,microUSB,,,70
662,111365140,Китай,196 г,,,,1600 x 720,6.5,LCD,512,32,2048,,nano,12,Helio G25,2000 МГц,8,,5 Мп,2,b/g/n,,,,Micro,,,10
663,37407701,Вьетнам,157 г,7.2 см,14.8 см,,1440x720,5.45'',IPS,128 ГБ,16 ГБ,1 ГБ,android 11,Nano-SIM,12 мес,Unisoc SC9863A,,8 ядер,5 Мп,,2 nano-SIM,"Wi-Fi 4 (802.11n), Bluetooth 4.2","3G, LTE, GSM , 2G",,3000 мАч,microUSB,,,1100
664,111244811,Китай,238 г,7.8 см,16 см,0.76 см,2778х1284,"6.7""",OLED,,256 ГБ,6 ГБ,iOS,Nano-SIM,1 год,Apple A15 Bionic,,6 ядер,,,1,Bluetooth 5.0; Wi-Fi; NFC,LTE; 4G; 5G,ГЛОНАСС; GPS; Galileo,,Lightning,,,10
665,53202263,Китай,210 г,7.8 см,17.4 см,0.93 см,720*1640,"6,82""",IPS,,64 GB,4 GB,Android,Nano-SIM,12 месяцев,Spreadtrum T610,2000 МГц,8 ядерный,13 Мп,8 Мп,2 nano-SIM,Wi-Fi; Bluetooth 5.0,"2G, 3G, 4G (LTE)","GPS, A-GPS, Galileo, GLONASS, Beidou",4600 mAh,Type - C,,,10
666,110288704,Китай,193 г,7.6 см,16 см,,720 x 1600,"6.6""",IPS,128 ГБ,64,3,Android 11.x,Nano-SIM,1 год,,1600 МГц,8,8 Мп,,2,NFC; Wi-F; Bluetooth,3G; 4G; 2G,,5000 mAh,3.5 мм; microUSB; Слот для SIM-карты,,,10
667,131094409,Китай,190 г,7.66 см,16.96 см,,,,,,,,,,1 год,,,,,,,Wi-Fi 802.11a/b/g/n/ac; Bluetooch 5.0,,,5000 mAh,,,,5
668,98601899,,,,,,1280 x 720 FHD+,5.0,,,16,2,,,,MediaTek MT6580,,4,,5 Мп,2,,,,4000,"USB 2.0, Micro USB",,,200
669,65974226,Китай,191 г,7.68 см,16.26 см,0.98 см,720x1560,"6,26""",IPS,128 ГБ,32 ГБ,2 ГБ,Android 11 Go,Nano-SIM,1 год,Unisoc SC9863A,1600 МГц,8,13 Мп,,2 SIM,"Blueooth 4.2; WIFI: 802,11 a/b/g/n 2,4G",3G; LTE; 2G,GPS (спутник) + A-GPS,3000,Micro-USB,,,20
670,95526944,Китай,193 г,7.6 см,16.39 см,0.8 см,,6.67'',AMOLED,512 ГБ,128 ГБ,8 ГБ,Android,,,,,,108 Мп,,2,Bluetooth 5.1; NFC; Wi-Fi 802.11 a/b/g/n/ac,2G; 3G; 4G,,,,,,30
671,137252805,Китай,182 г,7.37 см,16.08 см,0.84 см,2400x1080,6.44,AMOLED,1024 Гб,128 ГБ,6 ГБ,Funtouch OS,Nano-SIM,1 год,Snapdragon 680,2400 МГц,8,50 Мп,16 Мп,2,Wi-Fi; Bluetooth; GPS; NFC,3G; 2G; 4G,GPS; Galileo; ГЛОНАСС,5000 мАч,3.5 мм; USB Type-C,,,5
672,135519428,Китай,274 г,8.2 см,17.5 см,1.4 см,1080*2400,"6.5""",LTPS,256 ГБ,64,6,Android,nano SIM,1 год,MTK Helio G37,2.3 МГц,8,48 Мп,,2,Wi-Fi; Bluetooth; NFC; Face ID,"2G, 3G, 4G; VoWiFi; VoLTE",A-GPS; GPS; ГЛОНАСС,5000 мАч,type-c,,,5
673,90450412,Китай,179 г,7.39 см,15.99 см,,2400 x 1080,"6.43""",IPS,,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,,8,,,2,Bluetooth 5.1; NFC; ИК-Порт,2G/3G/4G LTE,ГЛОНАСС; Galileo; BeiDou,5000 мАч,USB Type-C; Jack 3.5 мм,,,1
674,134110156,Китай,166 г,7.1 см,14.6 см,0.89 см,960x720,"6""",IPS,128 ГБ,32 ГБ,2 ГБ,Android,nano SIM,12 месяцев,SC9863A,1600 МГц,8,8 Мп,2 Мп,2 nano SIM,3G; 4G LTE; Bluetooth; Wi-Fi,,GPS; ГЛОНАСС; А-GPS,3000 mAh,Micro USB,,,10
675,90281917,,,,,,1080 x 2340 pixels,6.5,IPS LCD,,128 ГБ,6 ГБ,Android,nano SIM,1 год,Mali-G51,,8,,,2,2G; 3G; 4G LTE,,,3750 мА*ч,microUSB,,,30
676,95154769,Китай,,,,,720 x 1600,"6,6",IPS,,64 ГБ,3 ГБ,Android,Nano-SIM,1 год ( 12 месяцев ),Unisoc SC9863A,,8 ядерный,,,2 SIM,Bluetooth; NFC; Wi-Fi,3G; GSM 900/1800/1900; 4G LTE,GPS,5000 mAh,microUSB; 3.5 Jack,,,10
677,85451573,Вьетнам,228 г,7.79 см,16.3 см,0.89 см,3088x1440,"6.8""",Dynamic AMOLED 2X,,128 ГБ,8 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 2200,2800 МГц,8 ядер,108 Мп,,2,BlueTooth 5.2; NFC; Wi-Fi,4G; 5G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,USB Type-C,,,20
678,104433392,Вьетнам,177 г,7.5 см,15.6 см,0.7 см,1080x2400,"6.4""",Dynamic AMOLED,,128,6,Android 12,Nano-SIM,1 год,Snapdragon 888,2840 МГц,8 ядер,,,2,NFC; Wi-Fi; Bluetooth,4G; 5G,GPS; Galileo; ГЛОНАСС,4500 m*Ah,Jack 3.5 мм; USB Type-C,,,5
679,10958354,Китай,175 г,7.36 см,15.69 см,0.94 см,1280x600,6.09'',IPS,128 ГБ,32 ГБ,2 ГБ,Android 10.0,micro SIM,1 год,Unisoc SC9863A,1600 МГц,8,13 Мп,,2,Bluetooth 4.2,3G; LTE; 2G,A-GPS; GPS; ГЛОНАСС,2950 мА*ч,microUSB,,,100
680,65974225,Китай,191 г,7.68 см,16.26 см,0.98 см,720x1560,"6,26""",IPS,128 ГБ,32 ГБ,2 ГБ,Android 11 Go,Nano-SIM,1 год,Unisoc SC9863A,1600 МГц,8,13 Мп,,2 SIM,"WIFI: 802,11 a/b/g/n 2,4G; Blueooth 4.2",3G; LTE; 2G,GPS (спутник) + A-GPS,3000,Micro-USB,,,10
681,96585248,Китай,,,,,1280x720,5'',IPS,,16 ГБ,1 ГБ,,NanoSIM,Гарантия производителя 1 год,Spreadtrum SC9832,1400 МГц,4,5 Мп,,2,Bluetooth,LTE,GPS,3020 mAh,,,,40
682,132192320,Китай,150 г,,14 см,,940х480,"4.9""; 5,1""",Сенсорный,,,,Android,,1 мес.,"MT6580P (4 ядра), 1.3 ГГц",,4 ядра,5 Мп,,2 Sim cards,Bluetooth; Wi-Fi; FM-радио,,GPS,,"Jack 3,5 мм; Type C - Type C; Jack 3,5 mm",,,10
683,103746286,Китай,228 г,7.64 см,15.56 см,0.9 см,1600 x 720,6.6,емкостный; Multitouch,512 ГБ,32 ГБ,2 ГБ,Android 10 (Go edition),nano SIM,1 год,Spreadtrum SC9863; 28 нм. 8 x Cortex-A55 1.6 ГГц,1.6 МГц,8,8 Мп,5 Мп,2,"Bluetooth, NFC, Wi-Fi","2G, 3G, 4G LTE, GSM","A-GPS, GPS",5000 мА*ч,3.5,,,10
684,47555809,Китай,140 г,7.16 см,15 см,0.98 см,1440x720,5.45'',IPS,128 ГБ,16 ГБ,2 ГБ,Android 11 Go,Nano-SIM,1 год,UNISOC SC9832E,1300 МГц,4,2 Мп,,2 SIM,WI-FI 802.11a/b/g/n; Blueooth 4.2,LTE; 2G; 3G,GPS (спутник) + A-GPS + ГЛОНАСС,2200 мАч,Micro USB,,,100
