,id,country,weight,width,height,thickness,screen_resol,screen_size,screen_type,MaxSDMemory,PhoneMemory,RAM,OperSystem,SIMType,Warranty,CPUType,CPUFreq,CPUCores,MainCameraMP,FrontCameraMP,SIMNumber,Wireless,CommunicStand,SatelliteNavig,Battery,InterfaceType,MusicWorkingTime,VideoWorkingTime,sales_count
78,36630008,Вьетнам,197 г,7.9 см,17.7 см,,1600х720,6.8'',,256 ГБ,64 ГБ,3 ГБ,Android 11 (GO edition),Nano-SIM,12 мес,,,8 ядер,13 Мп,,2 SIM,Bluetooch; wifi 802.11 a/b/g/n/ac,,,6000 мАч,3.5 mm jack,,,700
79,35254047,Китай,166 г,,,,1600x720,6.52'',,,32 ГБ,2 ГБ,,,12 мес,Spreadtrum SC9863A,,8,13 Мп,,2,NFC,,,3200,USB Type-C,,,600
80,27207882,Китай,191 г,7.79 см,16.9 см,,720x1600,6.517'',,,16 ГБ,2 ГБ,,Nano-SIM,,"SC9863A (8 ядер), 1.6 ГГц",,,,,2 SIM,802.11 b/g/n,LTE CAT4,,3000 мА*ч,Micro USB 2.0,,,1900
81,85585516,Китай,170 г,,16 см,,,6.51,,1 ТБ,,3 GB,,,1 год,2.3 ГГц; helio p35 (8 ядер),,8 ядер,,,2 SIM,Bluetooth; Wi-Fi; GPS,3G; 2G,GPS,5000 mAh,,,,40
82,55195269,Китай,166 г,,,,,5 дюймов,IPS,128 Gb,8,1,Android (Андроид),NanoSIM,1 год,SC7731E,1400 МГц,,5 Мп,2 Мп,2,Bluetooth 4.0 (Блютуз); WiFi,3G,,2500 mAh,"слот для карт microSD; Micro USB; 3,5 jack",,,100
83,55204025,Китай,166 г,,,,,"5 """,IPS,128 Gb,16,1,Android,NanoSIM,1 год,SC7731E,1400 МГц,,5 Мп,2 Мп,2,блютуз; Bluetooth 4.0,3G,,2500 mAh,"слот для карт microSD; Micro USB; 3,5 jack",,,60
84,44517834,Китай,220 г,7.73 см,16.2 см,1.27 см,1440x720,5.5'',IPS,128 ГБ,32 ГБ,3 ГБ,Android 10,Nano-SIM,12 мес,Mediatek MT6761D,,4 ядра,13 Мп,,2 Sim cards,Bluetooth; NFC; Wi-Fi,,,4200 mah,Micro USB 2.0,,,50
85,137252769,Китай,188 г,7.61 см,16.43 см,0.82 см,2400x1080,6.58,IPS,1024 Гб,64 ГБ,4 ГБ,Funtouch OS,Nano-SIM,1 год,"Snapdragon 680 (8 ядер), 2.4 ГГц",2400 МГц,8,50 Мп,16 Мп,2,Bluetooth; Wi-Fi,2G; 3G; 4G,ГЛОНАСС; GPS; Galileo; BeiDou; QZSS,5000,USB Type-C; 3.5 мм,,,1
86,66521741,Китай,184 г,16.4 см,0.79 см,7.6 см,2400 x 1080,"6,7""",AMOLED,1 ТБ,128,6,Andriod 11,Nano-SIM,2 года,MTK Helio G88,,8,50 Мп,16 Мп,2,GPS; Bluetooth; Wi-Fi; NFC,802.11 a/b/g/n/ac,GPS,5000 mAh,Type - C; 3.5 Jack,,,100
87,95012231,Китай,211 г,7.59 см,16.42 см,0.91 см,1600 x 720,"6,5""",TN,1024 ГБ,32 ГБ,2 ГБ,Android,Nano-SIM,1 год,Spreadtrum SC9863A,1600 МГц,8,,,2,"Bluetooth 4.2; Wi-Fi 2,4 GHz",2G / 3G / 4G (LTE),GPS; A-GPS; ГЛОНАСС,5000 мАч,"microUSB; Mini-Jack 3,5 mm",,,20
88,82676513,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,10
89,110851970,Китай,205 г,7.7 см,16.8 см,0.88 см,2040x1080,"6,78",,512 ГБ,128 ГБ,6 ГБ,Android,NanoSIM,2 года,"Helio G88 (8 ядер), 2.0 ГГц; Helio G88",2000 МГц,8,50 Мп,8 Мп,2,Bluetooth; NFC; Wi-Fi; GPS,3G,ГЛОНАСС; GPS,5000 mAh,Type C - Type C; 3.5 mm,,,30
90,29621571,Китай,186 г,,,,,6.7'',,128 Gb,128 ГБ,4 ГБ,Android 10,,12 месяцев,MT6762,,8,,,2 nano-SIM,Blueooth 5.0; Wi Fi,,,4000 mAh,Type - C,,,10
91,29402808,Китай,160 г,7 см,15 см,0.8 см,720x1440,5.45'',IPS FHD,128 ГБ,16 ГБ,2 ГБ,Android 10,nano- Sim,12 мес,MTK6761D,1800 МГц,4-х ядерный,8 Мп,5 Мп,2 nano-SIM,3G; Blueooth; 4G LTE; Wi-Fi,,GPS + ГЛОНАСС,3000 mAh,Micro - USB,,,100
92,97714341,Китай,197 г,,,,1080x2340,6.6 дюйма,,,256 ГБ,8 GB,,Nano-SIM,,Exynos 2200,,8,,,2 nano SIM,Bluetooth; NFC; Wi-Fi,4G (LTE); 5G,"BeiDou, Galileo, ГЛОНАСС, GPS",4500 mAh,Type - C,,,1
93,90802284,Республика Корея,167 г,,,,2340x1080,"6,1",Dynamic AMOLED 2X,,128GB,8 GB,Android,NanoSIM,1 год,Exynos 2200,2900 МГц,8,50 Мп,,,BlueTooth 5.2; NFC; Wi-Fi 6 (802.11ax),3G; 4G; 5G,GPS; ГЛОНАСС,3700 mAh,USB-C,,,10
94,112017404,Китай,173 г,7.37 см,15.9 см,0.73 см,2400x1080,6.55'',AMOLED,,128 ГБ,8 ГБ,Android,Nano-SIM,1 год,Snapdragon 778G,2400 МГц,8,,32 Мп,2,BlueTooth 5.2; WI-FI 2.4 GHz / 5 GHz; NFC,2G / 3G / 4G LTE / 5G,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,4300 мАч,USB Type-C,,,10
95,32777774,Китай,,,,,2400x1080,6.67'',AMOLED,,128 ГБ,8 ГБ,Android,,,,,8,,,2,,,,,,,,40
96,34596337,Китай,179 г,7.45 см,16 см,0.83 см,2400x1080,6.43'',AMOLED,,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G95,2050 МГц,8,64 Мп,,2,NFC; Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz,2G / 3G / 4G LTE,"GPS, Galileo, BeiDou, ГЛОНАСС",5000 мАч,USB Type-C; mini-jack 3.5 mm,,,300
97,134290323,Китай,,,,,2400 x 1080,"6,43""",,,128,4 ГБ,Android,Nano-SIM,,Qualcomm Snapdragon 680,,8,,,2,Bluetooth 5.1; WI-FI 2.4 GHz / 5 GHz,,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 mAh,USB Type C,,,0
98,90803750,Китай,190 г,7.5 см,16.3 см,0.8 см,1600х720,"6,52""",,128,32 ГБ,3 ГБ,Android,нано-SIM,,MediaTek Helio G35,,8,13 Мп,,2,"Bluetooth, Wi-Fi",4G; 3G,"BeiDou, Galileo, ГЛОНАСС, GPS",5000 мAh,USB Type-C,,,20
99,34019104,Китай,175 г,8 см,16 см,0.8 см,1520x720,6.22'',,,32 ГБ,3 ГБ,Android 10,nano,12 мес,SC9863A,1600 МГц,8,,,2,,3G,,4000,Micro USB,,,5
100,99360058,Китай,,,,,720 x 1600,"6,6",IPS,,64 ГБ,3 ГБ,Android,Nano-SIM,1 год ( 12 месяцев ),Unisoc SC9863A,,8 ядерный,,,2 SIM,Bluetooth; NFC; Wi-Fi,3G; GSM 900/1800/1900; 4G LTE,GPS,5000 mAh,microUSB; 3.5 Jack,,,0
101,111245826,Китай,188.3 г,7.6 см,16.5 см,0.88 см,1600 x 720,6.517 дюймов,HD+,128 Gb,64 ГБ,3 ГБ,Andriod 11,Nano-SIM,12 мес,SC9863A,1600 МГц,8 ядер,13 Мп,5 Мп,2 SIM,Bluetooth 4.2,4 G,GPS (спутник) + A-GPS + ГЛОНАСС,4000 mAh,Micro - USB,,,1
102,84026311,Китай,112 г,6 см,14.5 см,0.95 см,854x480,"5 """,TN,32 ГБ,16 ГБ,1 ГБ,Android 10,Nano-SIM,12 месяцев,Spreadtrum SC7731E,,4-х ядерный,5 Мп,2 Мп,2 SIM,Wi-Fi; GPS; Bluetooth (4.2),"GSM 900/1800 мГц, 3G WCDMA 900/2100MГц",,2400 мАч,Micro - USB; 3.5 Jack,,,100
103,122250772,Китай,156 г,10 см,20 см,,1920х1080,5,IPS,32 ГБ,,1 ГБ,Андроид 4,Стандартная SIM,12 мес,MediaTek MT6589T,,4 ядря,,,2 (обычная+micro SIM),"Wi-Fi 4 (802.11n), Bluetooth 4.2",3G 2G,,2000 мА*ч,microUSB,,,0
104,13615125,Китай,194 г,7.7 см,16.49 см,0.9 см,1600x720,6.53'',IPS,,32 ГБ,2 ГБ,Android,nano SIM,1 год,MediaTek Helio G25,2000 МГц,8,,5 Мп,2,Bluetooth 5.0; Wi-Fi 802.11 b/g/n,3G; 4G; 2G,A-GPS; ГЛОНАСС; GPS,5000 мА*ч,Micro USB 2.0,,,84500
105,120907792,Китай,179 г,7.45 см,16.05 см,0.83 см,2400 x 1080,"6.43""",AMOLED 60 Гц,1024 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G95,2050 МГц,8,,13 Мп,2,Bluetooth 5.0; NFC; WI-FI 2.4 GHz / 5 GHz; ИК-Порт,2G / 3G / 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мАч,"USB Type-C; 3,5 мм",,,2600
106,121088620,Китай,179 г,7.45 см,16.05 см,0.83 см,2400 x 1080,"6.43""",AMOLED 60 Гц,1024 ГБ,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G95,2050 МГц,8,,13 Мп,2,Bluetooth 5.0; NFC; WI-FI 2.4 GHz / 5 GHz; ИК-Порт,2G / 3G / 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мАч,"USB Type-C; 3,5 мм",,,1700
107,105825919,Китай,,,,,1640x720,"6.82""",TFT,,128,4,Andriod 11,нано-SIM,12 мес,Helio G37,,,,8 Мп,2 SIM,,3G; 4G,GPS,6000 mAh,,,,7400
108,105825180,Китай,,,,,1640x720,"6.82""",TFT,,128,4,Andriod 11,нано-SIM,12 мес,Helio G37,,,,8 Мп,2 SIM,,3G; 4G,GPS,6000 mAh,,,,4700
109,33436829,Китай,,,,,,6.53'',,,32 ГБ,2 ГБ,,nano SIM,,,,8,13 Мп,,2,Bluetooth,,,5000 mAh,,,,40
110,67866095,Китай,205 г,7.61 см,16.42 см,0.81 см,2400 x 1080,"6.67""",AMOLED,,256 ГБ,8 ГБ,Android; MIUI,Nano-SIM,1 год ( 12 месяцев),Snapdragon 695,2200 МГц,8,108 Мп,16 Мп,2,NFC; Wi-Fi; Bluetooth 5.1,"2G, 3G, 4G LTE","GPS, A-GPS, GALILEO, Beidou, ГЛОНАСС",5000 mAh,USB Type-C; 3.5 мм,,,3600
111,114714657,Китай,204 г,7.66 см,16.96 см,0.92 см,1650 x 720,"6,71""",IPS,512 ГБ,32 ГБ,3 ГБ,android 11,Nano-SIM,1 год,JLQ JR510,2000 МГц,8,,5 Мп,2,Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,6000 mAh,USB Type-C; mini-jack 3.5 mm,,,10700
112,110714009,Китай,199 г,7.7 см,16.8 см,0.83 см,1600x720,"6,7 """,IPS,512 ГБ,128 ГБ,4 GB,,Nano-SIM,1 год,HiSilicon Kirin 710A,2200 МГц,8,48 Мп,,,"Wi-Fi 4 (802.11n); Bluetooth 5,1","2G, 3G, 4G LTE","ГЛОНАСС; GPS, A-GPS; Beidou, Galileo",6000 m*Ah,USB Type-C; mini jack 3.5 мм,,,600
113,106474239,,195 г,7.64 см,16.5 см,0.88 см,2408x1080,"6.6""",PLS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 850,2000 МГц,8 ядер,,,2,Bluetooth 5.0; NFC; Wi-Fi,4G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,Jack 3.5 мм; USB Type-C,,,900
114,46594329,Китай,194 г,7.55 см,0.85 см,,2412x1080,,LCD,,,4 ГБ,,,1 (один) год,MediaTek Helio G96,,восьмиядерный,50 Мп,16 Мп,2 SIM,NFC; Wi-Fi; BlueTooth 5.2; блютуз; Blueooth 5.1,NFC; bluetooth,,5000 mAh,Type - C,,,1800
115,114477947,Китай,202 г,7.7 см,17.2 см,0.84 см,,"6,82""",IPS,512 ГБ,64,2,Android 12,NanoSIM,1 год,Helio G25 (8 ядер); 2.0 ггц,,8,8 Мп,5 Мп,2 SIM,Wi Fi; GPS; Blueooth,"2,3,4 G",GPS (спутник) + A-GPS + ГЛОНАСС,5000 mAh,Micro - USB,,,6400
116,66069790,Китай,179 г,7.39 см,15.99 см,0.81 см,2400x1080,"6.43""",AMOLED,,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Helio G96,2.05 МГц,8,,16 Мп,2,Bluetooth; NFC; Wi-Fi,3G; 2G; 4G LTE,ГЛОНАСС; BeiDou; Galileo,5000 mAh,Type - C; 3.5 mm,,,9000
117,38764020,Китай,156 г,7.4 см,14.5 см,0.95 см,854x480,5'',TN,32 ГБ,16 ГБ,1 ГБ,Android,Micro-SIM,1 год,Spreadtrum SC7731E,1300 МГц,4,5 Мп,,2,Wi-Fi (802.11 n); Bluetooth 4.2,2G / 3G,GPS,2400 мАч,mini-jack 3.5 mm; microUSB,,,1700
118,106171202,Вьетнам,195 г,7.64 см,16.5 см,0.88 см,2408x1080,"6.6""",PLS,1 ТБ,64 ГБ,4 ГБ,,Nano-SIM,1 год,Samsung Exynos 850,2000 МГц,8 ядер,,,2,Bluetooth 5.0; NFC; Wi-Fi,4G; LTE,Galileo; GPS; ГЛОНАСС,5000 mAh,Jack 3.5 мм; USB Type-C,,,700
119,15943619,Китай,153 г,7.16 см,14.3 см,0.91 см,1280x720,5'',IPS,64 ГБ,16 ГБ,2 ГБ,Android,nano SIM,1 год,MediaTek MT6739,1500 МГц,4,5 Мп,,2,Bluetooth 4.2; Wi-Fi 802.11 b/g/n,4G; 3G; 2G,ГЛОНАСС; A-GPS; GPS,2000 мА*ч,microUSB,,,100
120,63781155,Китай,168 г,7.4 см,15.6 см,0.95 см,1560 x 720,6.09'',IPS,128 ГБ,16 ГБ,2 ГБ,Android 11 Go,Nano-SIM,1 год,MediaTek MT6761,2000 МГц,4 ядра,8 Мп,,,WIFI: 802.11 a/b/g/n/ac; Bluetooch 5.0,3G; LTE; 2G,GPS (спутник) + A-GPS + ГЛОНАСС,3500 мАч,Type - C,,,50
121,117932052,Китай,195 г,7.7 см,,0.88 см,2460 х 1080,"6.81""",IPS,256 ГБ,128 ГБ,6 ГБ,,Nano-SIM,1 год,MediaTek Helio G85,2000 МГц,8,48 Мп,,2,Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz; NFC,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,4900 мАч,USB Type-C; mini-jack 3.5 mm,,,30
122,43763932,Китай,177 г,7.48 см,15.62 см,0.98 см,720x1560,6.09'',IPS,64 ГБ,32 ГБ,2 ГБ,Android 11 Go,Micro-SIM,1 год,UNISOC SC7731E,1300 МГц,4 ядра,2 Мп,,2 SIM,Bluetooth; Wi-Fi,3G; 2G,GPS,3000 мАч,Micro USB,,,50
123,15943630,Китай,191 г,6.63 см,16.02 см,1.07 см,960x480,6'',TFT,64 ГБ,16 ГБ,2 ГБ,Android,micro SIM,1 год,MediaTek MT6580,1300 МГц,4,8 Мп,,2,Bluetooth 4.0; Wi-Fi 802.11 b/g/n,2G; 3G,A-GPS; GPS,2500 мА*ч,microUSB,,,80
124,38764014,Китай,156 г,,14.5 см,0.95 см,854x480,5'',TN,32 ГБ,16 ГБ,1 ГБ,Android,Micro-SIM,1 год,Spreadtrum SC7731E,1300 МГц,4,5 Мп,,2,Bluetooth 4.2; Wi-Fi (802.11 n),2G / 3G,GPS,2400 мАч,microUSB; mini-jack 3.5 mm,,,800
125,122872783,Китай,183 г,7.5 см,16.3 см,0.8 см,1600 / 720,"6,51""",IPS,1 ТБ,64 ГБ,4 ГБ,Android,nano SIM,1 год,MediaTek Helio P35,2300 МГц,8,13 Мп,5 Мп,2,LTE; 4G; 3G; 2G,LTE; 4G; 3G,GPS; ГЛОНАСС; BeiDou,5000 мА*ч,Type-C USB 2.0,,,1600
126,69220036,Китай,160 г,7 см,14 см,0.7 см,960 х 540,"4.9""",Сенсорный,,1,,Android,,1 мес.,,,4,3 Мп,,1,Bluetooth; Wi Fi; FM,,GPS,,Micro - USB,,,10
127,110288705,Китай,153 г,7.3 см,14.5 см,0.97 см,1280x720,5'',IPS,32 ГБ,16 ГБ,1 ГБ,,NanoSIM,1 год,SC9832E,1400 МГц,4,,2 Мп,2,Bluetooth 4.2; WI-FI 2.4 GHz,3G; 4G; 2G,GPS; ГЛОНАСС; A-GPS,3020 мА*ч,microUSB,,,70
128,102706637,Китай,201 г,7.61 см,16.34 см,0.89 см,2408 x 1080,6.58”,IPS,,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G99,2200 МГц,8,,5 Мп,2,Bluetooth 5.3; WI-FI 2.4/5.0 ГГц; NFC; ИК-Порт,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou","GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мАч,"USB Type-C; 3,5 мм",,,3300
129,122872785,Китай,183 г,7.5 см,16.3 см,0.8 см,1600 / 720,"6,51""",IPS,1 ТБ,64 ГБ,4 ГБ,Android,nano SIM,1 год,MediaTek Helio P35,2300 МГц,8,13 Мп,5 Мп,2,LTE; 4G; 3G; 2G,LTE; 4G; 3G,GPS; ГЛОНАСС; BeiDou,5000 мА*ч,Type-C USB 2.0,,,1800
130,86264791,Китай,181 г,7.6 см,16.2 см,0.9 см,2400x1080,"6,5""",IPS,,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G88,2000 МГц,8,50 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 мАч,USB Type-C; mini-jack 3.5 mm,,,1100
131,103742308,Китай,192 г,7.68 см,16.49 см,0.91 см,1600 x 720,6.52”,IPS,1 ТБ,32 ГБ,2 ГБ,Android,nano SIM,1 год,MediaTek Helio A22,2000 МГц,4,,5 Мп,2,Bluetooth 5.0; Wi-Fi 2.4 ГГц,2G / 3G/ 4G LTE,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",5000 мАч,"microUSB; 3,5 мм",,,3000
132,121026731,Китай,183 г,,159 см,,2404×1080,6.44,AMOLED,1 024 ГБ,128 ГБ,8 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G99,,8,64 Мп,32 Мп,2,4G LTE; 3G; 2G,"4G LTE, 3G, 2G","GPS, ГЛОНАСС, Beidou, Galileo, QZSS",4500 мА*ч,Type-C USB 2.0,,,2900
133,124828884,,194 г,7.57 см,15 см,0.83 см,1792x828,"6.1""",IPS,,128 ГБ,4 ГБ,iOS,Nano-SIM,1 год,Apple A13 Bionic,2650 МГц,6 ядер,,12 Мп,1,Bluetooth 5.0; NFC; Wi-Fi,4G; LTE,Galileo; GPS; ГЛОНАСС,,Lightning,,,200
134,114316934,Китай,204 г,7.66 см,16.96 см,0.92 см,1650 x 720,"6,71""",IPS,512 ГБ,4 ГБ,64 ГБ,Android,Nano-SIM,1 год,JLQ JR510,2000 МГц,8,,5 Мп,2,Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,6000 мАч,USB Type-C; mini-jack 3.5 mm,,,5400
135,92267714,Китай,,10 см,,,1080*2460,6.78,IPS,,128 ГБ,8 ГБ,Android 12,nano SIM,13 месяцев,Helio G96,120 МГц,8 ядерный,64 Мп,32 Мп,2,"Bluetooth 5.1, WIFI 2.4/5 ГГц, NFC ",4G LTE,,5000 мАч,,,,2000
136,103948519,Китай,172 г,7.15 см,14.67 см,0.78 см,2532x1170,"6.1""",Super Retina XDR,,256,6,iOS,Nano-SIM,1 год,A15 Bionic,,6,,,1,,"4G, 5G, LTE","GALILEO, GPS, ГЛОНАСС",,Lightning,,,60
137,92267713,Китай,,10 см,,,1080*2460,6.78,IPS,,128 ГБ,8 ГБ,Android 12,nano SIM,13 месяцев,Helio G96,120 МГц,8 ядерный,64 Мп,32 Мп,2,"Bluetooth 5.1, WIFI 2.4/5 ГГц, NFC",4G LTE,,5000 мАч,,,,2000
138,118062406,Китай,199 г,7.77 см,16.8 см,0.89 см,1600 x 720,"6.75""",IPS,512 ГБ,128 ГБ,4 ГБ,EMUI,nanoSIM+nanoSIM,1 год,,,8,48 Мп,8 Мп,2,NFC; Wi-Fi; Bluetooth - 5.1; QZSS; Galileo,3G; 2G; 4G LTE,ГЛОНАСС; GPS; BeiDou,6000 мАч,USB Type-C,,,1100
139,101597330,Китай,186 г,,159 см,,2404×1080,"6,44",AMOLED,1 ТБ,256 ГБ,8 ГБ,Android,nano SIM,1 год,MediaTek Dimensity 900,,8,64 Мп,50 Мп,2,5G; 4G LTE,"5G, 4G LTE",,4500 мА*ч,Type-C USB 2.0,,,1000
140,84888190,Вьетнам,195 г,7.69 см,16.5 см,0.84 см,2408x1080,"6.6""",PLS,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Qualcomm Snapdragon 680,2400 МГц,8 ядер,50 Мп,,2,NFC; Wi-Fi; Bluetooth 5.0,4G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C; Jack 3.5 мм,,,1500
141,61914203,Китай,193.2 г,8.95 см,16.5 см,,,"6,6",IPS,256 Gb,64 GB,4 GB,Android 11 ( Go Edition ),Nano-SIM,13 мес,,,,,8 Мп,,Bluetooth 5.0; Wi Fi,,,5000 mAh,mini jack 3.5 мм; Micro USB,,,10900
142,73227319,Китай,176 г,7.39 см,16.05 см,0.8 см,2400x1080,6.4'',Super AMOLED,256 ГБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,MediaTek G95,2050 МГц,8,,16 Мп,2,Bluetooth 5.0; нфси; WI-FI 2.4 GHz / 5 GHz; NFC,2G / 3G / 4G LTE,GPS + ГЛОНАСС,5000 мАч,USB Type-C,,,700
143,43502518,Китай,194 г,7.55 см,0.85 см,,2412x1080,,LCD,256 ГБ,128 ГБ,4 ГБ,,,1 (один) год,MediaTek Helio G96,,восьмиядерный,50 Мп,16 Мп,2 SIM,NFC; Wi-Fi; BlueTooth 5.2; блютуз; Blueooth 5.1,NFC; bluetooth,,5000мАч,Type - C,,,1500
144,116792025,Китай,380 г,7.65 см,16.38 см,0.95 см,2400x1080,"6,67""",OLED,,256 ГБ,12 ГБ,Android 12,NanoSIM,Гарантия 1 год,Qualcomm Snapdragon 8 Gen1,3000 МГц,8,100 Мп,,2,,"5G, LTE, 2G, 3G",,4650 mAh,,,,30
145,110520088,Китай,195 г,7.6 см,16.32 см,0.77 см,2400 x 1080,6.67'',AMOLED 120 Гц,,256 ГБ,8 ГБ,Android,Nano-SIM,1 год,Snapdragon 870,3200 МГц,8,,20 Мп,2,"BlueTooth 5,2; Wi-Fi 6, 2.4/5.0 ГГц",2G / 3G / 4G LTE / 5G,"GPS / A-GPS, ГЛОНАСС, Galileo, Beidou",4500 мАч,USB Type-C,,,900
146,97087643,Китай,,,,,1080*2460,6.6” FHD+,Сенсорный,1024 ГБ,128 ГБ,4 ГБ,Android,nano SIM,12 месяцев,MTK Helio G85,,8,50 Мп,,2,"Bluetooth 5.0, WIFI 2.4/5 ГГц, NFC",2G; 3G; 4G (LTE),A-GPS; BeiDou; Galileo,5000 мАч,type-c,,,500
147,86264788,Китай,181 г,7.6 см,16.2 см,0.9 см,2400x1080,"6,5""",IPS,,128 ГБ,4 ГБ,Android,Nano-SIM,1 год,MediaTek Helio G88,2000 МГц,8,50 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,5000 мАч,USB Type-C; mini-jack 3.5 mm,,,900
148,114176669,Китай,204 г,7.66 см,16.96 см,0.92 см,1650 x 720,"6,71""",IPS,512 ГБ,32 ГБ,3 ГБ,android 11,Nano-SIM,1 год,JLQ JR510,2000 МГц,8,,,2,Bluetooth 5.0; WI-FI 2.4 GHz / 5 GHz,2G / 3G / 4G LTE,GPS / ГЛОНАСС / Galileo/ Beidou / A-GPS,6000 mAh,USB Type-C; mini-jack 3.5 mm,,,3500
149,105238551,Китай,230 г,7.8 см,17.1 см,1 см,1640*720,6.82,"HD, IPS; сенсорный экран, цветной экран",,64 ГБ,4 ГБ,Android 12,nano SIM,13 месяцев,MediaTek Helio G85,2000 МГц,8,,8 Мп,2,"NFC, Bluetooth, Wi-Fi","4G LTE, 3G, 2G","A-GPS, ГЛОНАСС, GPS",7000 мА⋅ч,mini jack 3.5 mm; USB Type-C,,,1000
150,75664919,Китай,190 г,7.66 см,16.96 см,0.83 см,1920 x 1080,"6,71""",IPS,,128 ГБ,4 ГБ,,Nano-SIM,1 год,Snapdragon 680,2200 МГц,8,,5 Мп,2,Wi-Fi 802.11a/b/g/n/ac; Bluetooch 5.0,2G / 3G / 4G LTE,ГЛОНАСС; GPS,5000 mAh,"USB Type C; 3,5 мм",,,2700
151,116076947,Китай,,9 см,5 см,,2400x1080,"6.55""",AMOLED,,128,8,,NanoSIM,Гарантия производителя 1 год,Qualcomm Snapdragon 778G,2400 МГц,8,108 Мп,32 Мп,2 SIM,"Wi-Fi, Bluetooth, NFC","5G, LTE, 2G, 3G","ГЛОНАСС, GPS, BDS, AGPS, BeiDou",4300 (мАч),mini-Jack; USB C (PD),,,10
152,124815083,Китай,218 г,7.62 см,16.38 см,1 см,2400х1080,"6,67",AMOLED,,128,8,Android,nano SIM,1 год,Qualcomm Snapdragon 870,3200 МГц,8,64 Мп,,2,"Wi-Fi, Bluetooth, NFC","5G, LTE, 2G, 3G","ГЛОНАСС, GPS, BDS, AGPS, BeiDou",4650 мА*ч,"mini-Jack (3.5 мм), USB C",,,10
153,84888181,Вьетнам,189 г,7.48 см,15.9 см,0.81 см,2400x1080,"6.5""",Super AMOLED,1 ТБ,128 ГБ,6 ГБ,Android,Nano-SIM,1 год,Samsung Exynos 1280,2400 МГц,8 ядер,64 Мп,,2,NFC; Wi-Fi; Bluetooth 5.1,4G; 5G; LTE,ГЛОНАСС; GPS; Galileo,5000 mAh,USB Type-C,,,600
154,64967284,Вьетнам,,,,,2400x1080,6.5,,,128 ГБ,4 ГБ,Android,,1 год,Qualcomm Snapdragon 720G,,8,64 Мп,32 Мп,,"Wi-Fi, Bluetooth, NFC","LTE, 2G, 3G","ГЛОНАСС, GPS, AGPS",4500 mAh,Usb c; mini-Jack,,,5
155,133009867,Китай,194 г,,,,1600x720,6.53,IPS,,32,2,Android,Nano-SIM,Гарантия 1 год,MediaTek,2 МГц,8,13 Мп,,2,Wi-Fi,3G; LTE,GPS; ГЛОНАСС,5000,,,,20
156,118174486,Китай,,7.6 см,16.4 см,0.8 см,2408/1080,"6.58""",IPS,1 ТБ,64 ГБ,4 ГБ,Android,Nano-SIM,1 год,,2400 МГц,8,50 Мп,16 Мп,2,Blueooth 5.0; WIFI 5 ГГЦ,2G / 3G / 4G LTE,ГЛОНАСС; GPS,5000 m*Ah,Type-C - USB 2.0,,,1900
157,123504559,,190 г,7.65 см,17 см,0.8 см,1650х720,"6.71""",IPS,,64,3,Android,nano SIM,1 год,Snapdragon 680,,8,50 Мп,,2,Bluetooth; GPS; NFC; Wi-Fi; ИК,2G/3G/4G,GPS; ГЛОНАСС,5000 мАч,mini jack 3.5 мм; USB Type-C,,,10
