,Наименование,Скидка,Цена,Цена со скидкой,Бренд,feedbacks,rating,Ссылка,high_rating,memory_size,op_memory,bought,screen_size
1683,Redmi 9A 2  РСТ,10,12990,11691,Xiaomi,1,5,https://www.wildberries.ru/catalog/34103263/detail.aspx?targetUrl=BP,1,32Gb,,,
1686,WP5 4  Black,12,12990,11431,Oukitel,4,2,https://www.wildberries.ru/catalog/16720936/detail.aspx?targetUrl=BP,0,32Gb,,,
1691,Redmi 9C ,0,10990,10990,Xiaomi,3,5,https://www.wildberries.ru/catalog/83221661/detail.aspx?targetUrl=BP,1,32Gb,,,
1697,C40  32Gb Green,10,12036,10832,POCO,3,5,https://www.wildberries.ru/catalog/115750598/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
1702,"Redmi 9A Peacock Green, 2 , 13Мп, 5000 мАч",3,8990,8720,Xiaomi,128,5,https://www.wildberries.ru/catalog/19508683/detail.aspx?targetUrl=BP,1,32Gb,,,
1710,Spark Go 2022 6.5 (2 32),0,9990,9990,TECNO,1,2,https://www.wildberries.ru/catalog/91087267/detail.aspx?targetUrl=BP,0,32Gb,2Gb,,6.5
1720,Мобильный телефон BV6600E,30,13948,9763,Blackview,1,4,https://www.wildberries.ru/catalog/139366445/detail.aspx?targetUrl=BP,1,32Gb,4Gb,0,5.7
1723,"1SE 4087U  2Gb синий 3G 4G 6.22"" 720x1520 And10…",0,9660,9660,Alcatel,10,5,https://www.wildberries.ru/catalog/15470438/detail.aspx?targetUrl=BP,1,32Gb,,,
1726,"S35T 4350 мАч 5""",0,9590,9590,DOOGEE,3,3,https://www.wildberries.ru/catalog/100699430/detail.aspx?targetUrl=BP,0,64Gb,3Gb,0,5
1727,смартфон redmi 9a,0,7900,7900,Xiaomi,2,5,https://www.wildberries.ru/catalog/95455359/detail.aspx?targetUrl=BP,1,32Gb,2Gb,5,6.53
1751,Смартфон,0,7990,7990,Infinix,4,5,https://www.wildberries.ru/catalog/103746287/detail.aspx?targetUrl=BP,1,32Gb,2Gb,5,6.6
1764,A27 2 ,0,6466,6466,ITEL,1,1,https://www.wildberries.ru/catalog/97716016/detail.aspx?targetUrl=BP,0,32Gb,,,
1765,"X93 серый 6,1"" 2 ",6,6690,6288,DOOGEE,4,4,https://www.wildberries.ru/catalog/85634885/detail.aspx?targetUrl=BP,1,16Gb,,,6.1
1766,"X93 6.1"" 2  8 2 2 Мп 5 Мп",6,6690,6288,DOOGEE,10,3,https://www.wildberries.ru/catalog/48825183/detail.aspx?targetUrl=BP,0,16Gb,,,6.1
1770,"SP552 5,5'' 1440x720 IPS MT6737  16Gb 13Mp 2Mp 2…",7,6690,6221,Irbis,9,2,https://www.wildberries.ru/catalog/6502039/detail.aspx?targetUrl=BP,0,16Gb,2Gb,30,5.5
1771,Note 6 Зеленый,9,6175,5619,Ulefone,1,1,https://www.wildberries.ru/catalog/119929494/detail.aspx?targetUrl=BP,0,32Gb,1Gb,0,
1786,Смартфоны BQ-4030G Nice Mini Синий,0,3699,3699,BQ,2,3,https://www.wildberries.ru/catalog/111588126/detail.aspx?targetUrl=BP,0,0Gb,0Gb,5,
1790,Highscreen Omega Prime Mini,0,3260,3260,Highscreen,8,2,https://www.wildberries.ru/catalog/122293095/detail.aspx?targetUrl=BP,0,4Gb,1Gb,5,4.3
1791,SPARK 8C KG5n ,36,10906,6979,TECNO,47,5,https://www.wildberries.ru/catalog/96474545/detail.aspx?targetUrl=BP,1,64Gb,,,
1792,Galaxy A53 5G ,37,37990,23933,Samsung,49,5,https://www.wildberries.ru/catalog/84888184/detail.aspx?targetUrl=BP,1,128Gb,,,
1793,Galaxy A53 5G ,28,39990,28792,Samsung,74,5,https://www.wildberries.ru/catalog/85451575/detail.aspx?targetUrl=BP,1,256Gb,,,
1794,POVA 4 LG7n 8 ,21,18848,14889,TECNO,103,5,https://www.wildberries.ru/catalog/122837871/detail.aspx?targetUrl=BP,1,128Gb,,,
1795,NOTE 12 VIP 8 ,25,33321,24990,Infinix,5,4,https://www.wildberries.ru/catalog/103427742/detail.aspx?targetUrl=BP,1,256Gb,,,
1796,CAMON 19 Neo CH6i 6 ,22,17807,13889,TECNO,51,5,https://www.wildberries.ru/catalog/93986037/detail.aspx?targetUrl=BP,1,128Gb,,,
1797,Смартфон,0,5590,5590,Infinix,3,4,https://www.wildberries.ru/catalog/102770652/detail.aspx?targetUrl=BP,1,32Gb,2Gb,30,6.6
1798,POP 6 Pro BE8 2 ,32,7323,4979,TECNO,223,5,https://www.wildberries.ru/catalog/103380077/detail.aspx?targetUrl=BP,1,32Gb,,,
1799,Смартфон,0,6190,6190,Infinix,4,5,https://www.wildberries.ru/catalog/103782110/detail.aspx?targetUrl=BP,1,64Gb,2Gb,30,6.82
1800,Redmi Note 10 Pro ,40,35733,21439,Xiaomi,33,4,https://www.wildberries.ru/catalog/94207897/detail.aspx?targetUrl=BP,1,128Gb,,,
1801,Xiaomi 10C 4 128,50,31480,15740,Redmi,1,5,https://www.wildberries.ru/catalog/95051589/detail.aspx?targetUrl=BP,1,128Gb,4Gb,5,6.71
1803,Spark 8C  Magnet Black,0,7890,7890,TECNO,10,5,https://www.wildberries.ru/catalog/114169603/detail.aspx?targetUrl=BP,1,64Gb,,,
1805,Redmi Note 11 ,0,17390,17390,Xiaomi,1,5,https://www.wildberries.ru/catalog/73725219/detail.aspx?targetUrl=BP,1,128Gb,,,
1807,Redmi Note 11 4 ,23,21415,16489,Xiaomi,23,5,https://www.wildberries.ru/catalog/86211404/detail.aspx?targetUrl=BP,1,128Gb,,,
1808,5 8 ,16,42845,35989,Black Shark,3,5,https://www.wildberries.ru/catalog/127859369/detail.aspx?targetUrl=BP,1,128Gb,,,
1809,CAMON 19 CI6N 6 ,21,18949,14969,TECNO,40,5,https://www.wildberries.ru/catalog/97205433/detail.aspx?targetUrl=BP,1,128Gb,,,
1810,Hot 20i X665E 4  черный,30,9985,6989,Infinix,17,5,https://www.wildberries.ru/catalog/138866213/detail.aspx?targetUrl=BP,1,64Gb,,,
1811,Hot 20i X665E 4  золотистый,25,11986,8989,Infinix,17,5,https://www.wildberries.ru/catalog/138863140/detail.aspx?targetUrl=BP,1,128Gb,,,
1812,Hot 20i X665E 4  голубой,30,9985,6989,Infinix,17,5,https://www.wildberries.ru/catalog/138863142/detail.aspx?targetUrl=BP,1,64Gb,,,
1813,C30 2 ,26,8094,5989,Realme,25,5,https://www.wildberries.ru/catalog/94291852/detail.aspx?targetUrl=BP,1,32Gb,,,
1814,C35 4 ,29,19605,13919,Realme,10,4,https://www.wildberries.ru/catalog/94310143/detail.aspx?targetUrl=BP,1,128Gb,,,
1815,12 lite 8 ,21,44291,34989,Xiaomi,9,5,https://www.wildberries.ru/catalog/92158458/detail.aspx?targetUrl=BP,1,128Gb,,,
1816,SPARK 9 pro KH7n 4 ,11,12910,11489,TECNO,118,5,https://www.wildberries.ru/catalog/136105441/detail.aspx?targetUrl=BP,1,128Gb,,,
1819,SPARK 9 pro Sport edition KH7n 4 ,11,12910,11489,TECNO,4,5,https://www.wildberries.ru/catalog/134528349/detail.aspx?targetUrl=BP,1,128Gb,,,
1820,Hot 20i X665E 4  зеленый,30,9985,6989,Infinix,17,5,https://www.wildberries.ru/catalog/138863143/detail.aspx?targetUrl=BP,1,64Gb,,,
1822,Redmi 10C 3 ,22,14730,11489,Xiaomi,6,5,https://www.wildberries.ru/catalog/106129656/detail.aspx?targetUrl=BP,1,64Gb,,,
1828,9 5G 4  белый,29,20223,14358,Realme,7,5,https://www.wildberries.ru/catalog/101275024/detail.aspx?targetUrl=BP,1,64Gb,,,
1829,Hot 20i X665E 4  голубой,25,11986,8989,Infinix,17,5,https://www.wildberries.ru/catalog/138863138/detail.aspx?targetUrl=BP,1,128Gb,,,
1830,Redmi 10 (2022) 4 ,15,19988,16989,Xiaomi,10,5,https://www.wildberries.ru/catalog/93267044/detail.aspx?targetUrl=BP,1,128Gb,,,
1831,9 5G 4  черный,29,20223,14358,Realme,7,5,https://www.wildberries.ru/catalog/101275025/detail.aspx?targetUrl=BP,1,64Gb,,,
1833,Hot 20i X665E 4  черный,25,11986,8989,Infinix,17,5,https://www.wildberries.ru/catalog/138863141/detail.aspx?targetUrl=BP,1,128Gb,,,
1834,Hot 20i X665E 4  золотистый,30,9985,6989,Infinix,17,5,https://www.wildberries.ru/catalog/138863144/detail.aspx?targetUrl=BP,1,64Gb,,,
1835,Redmi 10A 2 ,27,12315,8989,Xiaomi,2,5,https://www.wildberries.ru/catalog/98474025/detail.aspx?targetUrl=BP,1,32Gb,,,
1838,M5s 4 ,17,21674,17989,POCO,3,5,https://www.wildberries.ru/catalog/105445830/detail.aspx?targetUrl=BP,1,128Gb,,,
1840,M4 Pro 4G 6 ,17,27096,22489,POCO,15,5,https://www.wildberries.ru/catalog/85101664/detail.aspx?targetUrl=BP,1,128Gb,,,
1844,12T 8 ,20,58112,46489,Xiaomi,1,5,https://www.wildberries.ru/catalog/122029744/detail.aspx?targetUrl=BP,1,128Gb,,,
1845,Redmi Note 11 Pro plus 5G 6 ,19,43197,34989,Xiaomi,2,5,https://www.wildberries.ru/catalog/103351546/detail.aspx?targetUrl=BP,1,128Gb,,,
1847,11 Lite 5G NE 8  EU,5,31000,29450,Xiaomi,1,5,https://www.wildberries.ru/catalog/95294965/detail.aspx?targetUrl=BP,1,128Gb,,,
1849,9 4G 6 ,21,26569,20989,Realme,1,5,https://www.wildberries.ru/catalog/97094265/detail.aspx?targetUrl=BP,1,128Gb,,,
1860,"A52 Lite , blue",24,5998,4558,INOI,3,4,https://www.wildberries.ru/catalog/120275622/detail.aspx?targetUrl=BP,1,32Gb,,,
1866,F4  256Gb Global,5,36500,34675,POCO,7,5,https://www.wildberries.ru/catalog/131865869/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
1867,10 Pro 12 ,11,63109,56167,OnePlus,4,4,https://www.wildberries.ru/catalog/76800792/detail.aspx?targetUrl=BP,1,256Gb,,,
1872,Galaxy A13  Black,10,17000,15300,Samsung,2,5,https://www.wildberries.ru/catalog/122897617/detail.aspx?targetUrl=BP,1,64Gb,,,
1873,X7  128Gb,35,26300,17095,Honor,4,5,https://www.wildberries.ru/catalog/105979772/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1883,12T Pro RU,27,75797,55331,Xiaomi,2,5,https://www.wildberries.ru/catalog/123876170/detail.aspx?targetUrl=BP,1,256Gb,12Gb,5,6.67
1885,5 8  Black (Черный) Global Version,11,44954,40009,Black Shark,1,5,https://www.wildberries.ru/catalog/116786660/detail.aspx?targetUrl=BP,1,128Gb,,,
1887,Redmi Note 11S  128Gb,25,29990,22492,Xiaomi,1,5,https://www.wildberries.ru/catalog/129474075/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1888,Spark 8с 5000мАч,0,6990,6990,TECNO,30,5,https://www.wildberries.ru/catalog/62887539/detail.aspx?targetUrl=BP,1,64Gb,4Gb,300,6.6
1889,Spark 8с 4  5000 mAh,0,6990,6990,TECNO,41,5,https://www.wildberries.ru/catalog/90434241/detail.aspx?targetUrl=BP,1,64Gb,,,
1890,Redmi Note 11 4 ,28,27990,20152,Xiaomi,5,4,https://www.wildberries.ru/catalog/102574426/detail.aspx?targetUrl=BP,1,128Gb,,,
1891,Redmi 10C  128Gb,26,19990,14792,Xiaomi,2,5,https://www.wildberries.ru/catalog/123876742/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1894,Redmi 9A 2  (RUS),0,7790,7790,Xiaomi,17,5,https://www.wildberries.ru/catalog/70286843/detail.aspx?targetUrl=BP,1,32Gb,,,
1895,Redmi 9A 2  (RUS),0,7990,7990,Xiaomi,17,5,https://www.wildberries.ru/catalog/134583181/detail.aspx?targetUrl=BP,1,32Gb,,,
1896,Redmi 9A 2  Синий (RUS),0,7790,7790,Xiaomi,17,5,https://www.wildberries.ru/catalog/69118598/detail.aspx?targetUrl=BP,1,32Gb,,,
1901,Nova Y90 4 ,0,19990,19990,Huawei,1,5,https://www.wildberries.ru/catalog/101635562/detail.aspx?targetUrl=BP,1,128Gb,,,
1906,Redmi 10C  64Gb,22,15990,12472,Xiaomi,2,5,https://www.wildberries.ru/catalog/123996655/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
1915,Pova POP 6 PRO ,0,5490,5490,TECNO,41,5,https://www.wildberries.ru/catalog/98980908/detail.aspx?targetUrl=BP,1,32Gb,,,
1916,Galaxy A13 4  голубой (SM-A135FLBGMEB),11,16359,14559,Samsung,1,4,https://www.wildberries.ru/catalog/121060323/detail.aspx?targetUrl=BP,1,64Gb,,,
1917,Redmi Note 11 Pro  12 Global,5,27500,26125,Xiaomi,25,5,https://www.wildberries.ru/catalog/123612661/detail.aspx?targetUrl=BP,1,128Gb,8Gb,70,6.67
1920,Galaxy A73 5G 8  (SM-A736BLGHSKZ),11,46537,41417,Samsung,1,5,https://www.wildberries.ru/catalog/133009856/detail.aspx?targetUrl=BP,1,256Gb,,,
1922,A27 Crystal Blue,34,5490,3623,ITEL,43,5,https://www.wildberries.ru/catalog/95235972/detail.aspx?targetUrl=BP,1,32Gb,2Gb,300,5.5
1923,(G990B) Galaxy S21 FE 5G 8  Зеленый,11,67564,60131,Samsung,1,2,https://www.wildberries.ru/catalog/59069026/detail.aspx?targetUrl=BP,0,256Gb,,,
1944,"A48 6.1"" 2 32гб Android 10 3000 mAh 2 sim 1640x720",25,5990,4492,ITEL,35,5,https://www.wildberries.ru/catalog/28859901/detail.aspx?targetUrl=BP,1,32Gb,2Gb,300,6.`
1945,Pova POP 6 PRO ,0,5490,5490,TECNO,29,5,https://www.wildberries.ru/catalog/136150175/detail.aspx?targetUrl=BP,1,32Gb,,,
1946,Apple Apple iPhone 14  айфон 14,28,121000,87120,Apple,3,5,https://www.wildberries.ru/catalog/134471809/detail.aspx?targetUrl=BP,1,128Gb,,,
1947,iPhone 14  (nano-SIM   eSIM),22,109990,85792,Apple,16,5,https://www.wildberries.ru/catalog/138263167/detail.aspx?targetUrl=BP,1,128Gb,,,
1950,Spark Go 2022 5000мАч,0,5990,5990,TECNO,40,5,https://www.wildberries.ru/catalog/62896800/detail.aspx?targetUrl=BP,1,32Gb,2Gb,200,6.5
1951,Смортфон iPhone 14 Pro Max  Айфон 14 про макс 256гб,8,168000,154560,Apple,2,5,https://www.wildberries.ru/catalog/136196063/detail.aspx?targetUrl=BP,1,256Gb,,,
1952,Xiaomi Note 11S 8 128 Global,5,22500,21375,Redmi,13,5,https://www.wildberries.ru/catalog/123610317/detail.aspx?targetUrl=BP,1,256Gb,,,
1953,X4 Pro 5G  256Gb Global,5,32500,30875,POCO,13,5,https://www.wildberries.ru/catalog/133443392/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
1954,12 Lite  12,24,40990,31152,Xiaomi,34,4,https://www.wildberries.ru/catalog/97270062/detail.aspx?targetUrl=BP,1,128Gb,8Gb,100,6.55
1957,iPhone 14 Pro Max  (nano-SIM   eSIM),15,189990,161491,Apple,9,5,https://www.wildberries.ru/catalog/138524899/detail.aspx?targetUrl=BP,1,256Gb,,,
1959,12 Lite 8  зеленый,24,40990,31152,Xiaomi,4,5,https://www.wildberries.ru/catalog/125813134/detail.aspx?targetUrl=BP,1,128Gb,,,
1961,Redmi 9A 2 ,0,6650,6650,Xiaomi,261,5,https://www.wildberries.ru/catalog/33083140/detail.aspx?targetUrl=BP,1,32Gb,,,
1963,10  6 синий,26,16990,12572,Redmi,7,5,https://www.wildberries.ru/catalog/97238691/detail.aspx?targetUrl=BP,1,64Gb,4Gb,90,6.5
1964,iPhone 14 Pro Max  (nano-SIM   eSIM),14,169990,146191,Apple,10,5,https://www.wildberries.ru/catalog/138524708/detail.aspx?targetUrl=BP,1,128Gb,,,
1965,"Redmi 10C 6.71""  128Gb",34,19990,13193,Xiaomi,31,5,https://www.wildberries.ru/catalog/90513447/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,6.71
1967,huawei 10 lite 6 128 CN,0,14600,14600,Honor,1,4,https://www.wildberries.ru/catalog/138684073/detail.aspx?targetUrl=BP,1,128Gb,,,
1968,Redmi Note 7 сенсорный мобильный телефон,10,13112,11800,Xiaomi,7,4,https://www.wildberries.ru/catalog/137871710/detail.aspx?targetUrl=BP,1,64Gb,6Gb,20,6.3
1969,Apple iPhone 14 Pro Max ,8,158000,145360,Apple,1,5,https://www.wildberries.ru/catalog/136184859/detail.aspx?targetUrl=BP,1,128Gb,,,
1972,Note 10 Pro 6  Серый РОСТЕСТ,18,24990,20491,Redmi,2,5,https://www.wildberries.ru/catalog/134698496/detail.aspx?targetUrl=BP,1,128Gb,,,
1974,Redmi 10C  6,33,17990,12053,Xiaomi,26,5,https://www.wildberries.ru/catalog/90514503/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,6.71
1976,10  128Gb,27,18990,13862,Redmi,17,5,https://www.wildberries.ru/catalog/97276619/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
1978,"A48 6.1"" 2 32гб Android 10 3000 mAh 2 sim 1640x720",25,5990,4492,ITEL,18,5,https://www.wildberries.ru/catalog/28860290/detail.aspx?targetUrl=BP,1,32Gb,,,6.1
1980,10  6 белый,26,16990,12572,Redmi,28,5,https://www.wildberries.ru/catalog/94663309/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,6.5
1981,iPhone 14 Pro  (nano-SIM   eSIM),12,149990,131991,Apple,12,5,https://www.wildberries.ru/catalog/138486413/detail.aspx?targetUrl=BP,1,128Gb,,,
1982,"X4 GT 6.6""FHD  8  NFC Ростест голубой",9,35990,32750,POCO,2,4,https://www.wildberries.ru/catalog/140466045/detail.aspx?targetUrl=BP,1,256Gb,,,
1983,"X4 GT 6.6""FHD  8  NFC Ростест черный",9,35990,32750,POCO,2,4,https://www.wildberries.ru/catalog/140466047/detail.aspx?targetUrl=BP,1,256Gb,,,
1984,Galaxy A52s 8 ,11,35897,31948,Samsung,4,5,https://www.wildberries.ru/catalog/137542569/detail.aspx?targetUrl=BP,1,256Gb,,,
1985,Apple iPhone 14 Pro Max ,7,158000,146940,Apple,1,5,https://www.wildberries.ru/catalog/136187423/detail.aspx?targetUrl=BP,1,128Gb,,,
1986,iPhone SE 2020  Уценка,3,30000,29100,Apple,17,4,https://www.wildberries.ru/catalog/119951519/detail.aspx?targetUrl=BP,1,64Gb,,,
1988,Redmi 10 2022 4  белый,27,18990,13862,Xiaomi,8,5,https://www.wildberries.ru/catalog/125802413/detail.aspx?targetUrl=BP,1,128Gb,,,
1990,Redmi Note 10 Pro 8 256 голубой Ростест,17,31990,26551,Xiaomi,1,5,https://www.wildberries.ru/catalog/138584757/detail.aspx?targetUrl=BP,1,256Gb,8Gb,10,6.67
1992,Apple Apple iPhone 14 ,28,120000,86400,Apple,3,5,https://www.wildberries.ru/catalog/135563364/detail.aspx?targetUrl=BP,1,128Gb,,,
1994,Redmi Note 11  128Gb Blue,28,32000,23040,POCO,1,5,https://www.wildberries.ru/catalog/135746370/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
1995,SM-A135F DS Galaxy A13  Black,0,13390,13390,Samsung,3,5,https://www.wildberries.ru/catalog/112158214/detail.aspx?targetUrl=BP,1,64Gb,,,
1997,A17 1 16гб 2400 мАч,17,3990,3311,ITEL,23,4,https://www.wildberries.ru/catalog/38573789/detail.aspx?targetUrl=BP,1,16Gb,1Gb,300,
2000,10  6 серый,26,16990,12572,Redmi,28,5,https://www.wildberries.ru/catalog/94663308/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,6.5
2002,С35 (4 64) черный,8,12990,11950,Realme,7,5,https://www.wildberries.ru/catalog/95943032/detail.aspx?targetUrl=BP,1,64Gb,,,
2005,Redmi 9A  3 EAC,0,6990,6990,Xiaomi,42,5,https://www.wildberries.ru/catalog/72953517/detail.aspx?targetUrl=BP,1,32Gb,2Gb,400,6.53
2015,Apple iPhone 14 Pro Max ,0,150000,150000,Apple,2,5,https://www.wildberries.ru/catalog/136191408/detail.aspx?targetUrl=BP,1,256Gb,,,
2030,iPhone 14  (nano-SIM   eSIM),18,119990,98391,Apple,9,5,https://www.wildberries.ru/catalog/139715082/detail.aspx?targetUrl=BP,1,256Gb,,,
2036,Apple Apple iPhone 14  айфон 14,28,120000,86400,Apple,3,5,https://www.wildberries.ru/catalog/135565786/detail.aspx?targetUrl=BP,1,128Gb,,,
2059,Redmi Note 11  128Gb Blue,29,34000,24140,POCO,1,5,https://www.wildberries.ru/catalog/135746368/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
2089,B2 Fox 1 ,55,9980,4491,BLACK FOX,1,3,https://www.wildberries.ru/catalog/140670513/detail.aspx?targetUrl=BP,0,8Gb,1Gb,,5.5
2090,A17 1 ,17,3990,3311,ITEL,27,5,https://www.wildberries.ru/catalog/38571541/detail.aspx?targetUrl=BP,1,16Gb,,,
2092,Camon 19 NEO 6 ,13,15990,13911,TECNO,2,5,https://www.wildberries.ru/catalog/98971784/detail.aspx?targetUrl=BP,1,128Gb,,,
2093,"X4 GT 6.6""FHD  8  NFC Ростест серый",8,32990,30350,POCO,2,5,https://www.wildberries.ru/catalog/140470697/detail.aspx?targetUrl=BP,1,128Gb,,,
2094,"X4 GT 6.6""FHD  8  NFC Ростест голубой",8,32990,30350,POCO,2,5,https://www.wildberries.ru/catalog/140470704/detail.aspx?targetUrl=BP,1,128Gb,,,
2095,"X4 GT 6.6""FHD  8  NFC Ростест черный",8,32990,30350,POCO,2,5,https://www.wildberries.ru/catalog/140470709/detail.aspx?targetUrl=BP,1,128Gb,,,
2096,Galaxy A73 5G 8  (SM-A736BZWHSKZ),11,46537,41417,Samsung,1,5,https://www.wildberries.ru/catalog/133009831/detail.aspx?targetUrl=BP,1,256Gb,,,
2097,Camon 19 Pro 8 ,11,21932,19519,TECNO,6,5,https://www.wildberries.ru/catalog/116823319/detail.aspx?targetUrl=BP,1,128Gb,,,
2102,Galaxy A33 5G 8 ,11,29127,25923,Samsung,1,5,https://www.wildberries.ru/catalog/100009577/detail.aspx?targetUrl=BP,1,128Gb,,,
2103,Galaxy A13 SM-A135F,0,13390,13390,Samsung,2,4,https://www.wildberries.ru/catalog/115901317/detail.aspx?targetUrl=BP,1,64Gb,4Gb,10,6.6
2104,Galaxy A23 ,35,25990,16893,Samsung,6,5,https://www.wildberries.ru/catalog/90426831/detail.aspx?targetUrl=BP,1,64Gb,,,
2105,Galaxy A73 5G 8  (SM-A736BZAHSKZ),11,46537,41417,Samsung,1,5,https://www.wildberries.ru/catalog/133009832/detail.aspx?targetUrl=BP,1,256Gb,,,
2107,iPhone 13 mini ,8,79990,73590,Apple,1,5,https://www.wildberries.ru/catalog/140482639/detail.aspx?targetUrl=BP,1,128Gb,,,
