,Наименование,Скидка,Цена,Цена со скидкой,Бренд,feedbacks,rating,Ссылка,high_rating,memory_size,op_memory,bought,screen_size
262,Samsung Galaxy A13  Black,0,14949,14949,MI,1,5,https://www.wildberries.ru/catalog/134293918/detail.aspx?targetUrl=BP,1,64Gb,,,
263,Xiao Red 9C ,0,12999,12999,MI,1,5,https://www.wildberries.ru/catalog/137749022/detail.aspx?targetUrl=BP,1,128Gb,,,
264,(A525F) Galaxy A52 8  Черный,11,39235,34919,Samsung,3,4,https://www.wildberries.ru/catalog/32767764/detail.aspx?targetUrl=BP,1,256Gb,,,
267,"Xiaomi 9A  Gray, Green",37,11096,6990,Redmi,1,2,https://www.wildberries.ru/catalog/132274864/detail.aspx?targetUrl=BP,0,32Gb,,,
268,12  Grey (Серый) Global Version,11,59185,52674,Xiaomi,1,5,https://www.wildberries.ru/catalog/117624752/detail.aspx?targetUrl=BP,1,256Gb,,,
269,"Galaxy A13 6.6"" ",18,16990,13931,Samsung,28,5,https://www.wildberries.ru/catalog/106476292/detail.aspx?targetUrl=BP,1,128Gb,,,
273,Xiao Red 9C NFC ,0,8999,8999,MI,1,5,https://www.wildberries.ru/catalog/137702296/detail.aspx?targetUrl=BP,1,32Gb,,,
274,"Xiaomi 10A , Gray",37,14271,8990,Redmi,2,5,https://www.wildberries.ru/catalog/132283235/detail.aspx?targetUrl=BP,1,32Gb,,,
275,Redmi 10A 2  Blue,37,14271,8990,Xiaomi,2,5,https://www.wildberries.ru/catalog/137935036/detail.aspx?targetUrl=BP,1,32Gb,,,
283,12 Lite 8 ,11,39102,34800,MI,3,5,https://www.wildberries.ru/catalog/116077120/detail.aspx?targetUrl=BP,1,128Gb,,,
291,Смартфон,11,39235,34919,Samsung,4,5,https://www.wildberries.ru/catalog/39041264/detail.aspx?targetUrl=BP,1,256Gb,8Gb,10,6
293,12 Lite 8 ,11,39222,34907,MI,3,5,https://www.wildberries.ru/catalog/116076856/detail.aspx?targetUrl=BP,1,128Gb,,,
297,(A525F) Galaxy A52 4  Фиолетовый,11,32957,29331,Samsung,1,4,https://www.wildberries.ru/catalog/39041213/detail.aspx?targetUrl=BP,1,128Gb,,,
300,Redmi Note 11S Twilight Blue 64gb,0,19539,19539,Xiaomi,1,1,https://www.wildberries.ru/catalog/105217270/detail.aspx?targetUrl=BP,0,64Gb,,,
339,Redmi 10C  64Gb Gray,31,15990,11033,Xiaomi,103,5,https://www.wildberries.ru/catalog/116414347/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
340,Galaxy S22 5G ,28,79990,57592,Samsung,20,5,https://www.wildberries.ru/catalog/85451993/detail.aspx?targetUrl=BP,1,256Gb,,,
341,Redmi Note 11 4  Синие Звезды,40,25990,15594,Xiaomi,86,5,https://www.wildberries.ru/catalog/113214278/detail.aspx?targetUrl=BP,1,64Gb,,,
342,Note 11 pro 8 ,32,20490,13933,Infinix,57,5,https://www.wildberries.ru/catalog/109532520/detail.aspx?targetUrl=BP,1,128Gb,,,
344,"C25S голубой 6,5"" 1600x720 4  6000 мАч",0,12590,12590,Realme,228,5,https://www.wildberries.ru/catalog/73227311/detail.aspx?targetUrl=BP,1,128Gb,,,
345,Redmi Note 11 NFC  128Gb,40,27990,16794,Xiaomi,653,5,https://www.wildberries.ru/catalog/72295495/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
346,Note 11 pro 8 ,32,20490,13933,Infinix,38,5,https://www.wildberries.ru/catalog/109532793/detail.aspx?targetUrl=BP,1,128Gb,,,
348,Galaxy A53 5G ,28,39990,28792,Samsung,65,5,https://www.wildberries.ru/catalog/85451990/detail.aspx?targetUrl=BP,1,256Gb,,,
349,A27 Deep Grey,34,5490,3623,ITEL,55,5,https://www.wildberries.ru/catalog/95237345/detail.aspx?targetUrl=BP,1,32Gb,2Gb,500,5.5
351,Redmi 10 2022  128Gb White,20,18990,15192,Xiaomi,62,5,https://www.wildberries.ru/catalog/86264790/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
352,iPhone SE 2022 ,18,45000,36900,Apple,1,5,https://www.wildberries.ru/catalog/138939827/detail.aspx?targetUrl=BP,1,64Gb,,,
353,Galaxy A73 5G ,30,49990,34993,Samsung,75,5,https://www.wildberries.ru/catalog/85451570/detail.aspx?targetUrl=BP,1,256Gb,,,
354,SPARK 8C KG5n ,36,10906,6979,TECNO,272,5,https://www.wildberries.ru/catalog/85101692/detail.aspx?targetUrl=BP,1,64Gb,,,
364,M4 Pro 6 ,3,21800,21146,POCO,1,4,https://www.wildberries.ru/catalog/94562872/detail.aspx?targetUrl=BP,1,128Gb,,,
366,M4 Pro 6 ,3,19400,18818,POCO,1,4,https://www.wildberries.ru/catalog/103605460/detail.aspx?targetUrl=BP,1,128Gb,,,
375,Galaxy A53 5G ,37,37990,23933,Samsung,46,5,https://www.wildberries.ru/catalog/84888179/detail.aspx?targetUrl=BP,1,128Gb,,,
376,Redmi 10C  128Gb Gray,30,19990,13993,Xiaomi,55,5,https://www.wildberries.ru/catalog/76961300/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
377,SparkGo2022 6.5 720x1600 2 ,45,9990,5494,TECNO,1905,5,https://www.wildberries.ru/catalog/61900894/detail.aspx?targetUrl=BP,1,32Gb,,,
379,Camon19 6.7 1080*2460 6  64МП,17,17990,14931,TECNO,512,5,https://www.wildberries.ru/catalog/92265906/detail.aspx?targetUrl=BP,1,128Gb,,,
381,Galaxy A13 ,20,14990,11992,Samsung,25,5,https://www.wildberries.ru/catalog/106473165/detail.aspx?targetUrl=BP,1,64Gb,,,
382,Galaxy A13 ,18,16990,13931,Samsung,14,5,https://www.wildberries.ru/catalog/133641572/detail.aspx?targetUrl=BP,1,128Gb,,,
383,Galaxy A53 5G 6  (SM-A536EZKDSKZ),11,35897,31948,Samsung,1,5,https://www.wildberries.ru/catalog/133009880/detail.aspx?targetUrl=BP,1,128Gb,,,
385,Galaxy A33 5G ,30,29990,20993,Samsung,66,5,https://www.wildberries.ru/catalog/84888194/detail.aspx?targetUrl=BP,1,128Gb,,,
386,Galaxy A23 ,30,19990,13993,Samsung,121,5,https://www.wildberries.ru/catalog/84888187/detail.aspx?targetUrl=BP,1,64Gb,,,
388,Galaxy A53 5G ,28,39990,28792,Samsung,109,5,https://www.wildberries.ru/catalog/84888191/detail.aspx?targetUrl=BP,1,256Gb,,,
389,M5s  128Gb Grey,17,17990,14931,POCO,68,5,https://www.wildberries.ru/catalog/100469813/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
391,Spark Go 2022,0,9600,9600,TECNO,1,5,https://www.wildberries.ru/catalog/111760371/detail.aspx?targetUrl=BP,1,32Gb,2Gb,5,6.5
395,(A525F) Galaxy A52 8  Голубой,11,38557,34315,Samsung,2,3,https://www.wildberries.ru/catalog/64969638/detail.aspx?targetUrl=BP,0,256Gb,,,
428,Galaxy A33 5G ,30,29990,20993,Samsung,79,5,https://www.wildberries.ru/catalog/84888171/detail.aspx?targetUrl=BP,1,128Gb,,,
430,Galaxy A03 ,25,11990,8992,Samsung,20,5,https://www.wildberries.ru/catalog/106461281/detail.aspx?targetUrl=BP,1,64Gb,,,
432,nova 9 SE 6.78'' 8  108 8 2 МП 16 МП Snapdrag…,32,24990,16993,Huawei,145,5,https://www.wildberries.ru/catalog/118824583/detail.aspx?targetUrl=BP,1,128Gb,,,
435,Galaxy A53 5G ,37,37990,23933,Samsung,22,4,https://www.wildberries.ru/catalog/113254273/detail.aspx?targetUrl=BP,1,128Gb,,,
436,X4 Pro 5G  128Gb,41,45990,27134,POCO,268,5,https://www.wildberries.ru/catalog/67865980/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
437,70  256Gb Emerald Green,10,44990,40491,Honor,29,5,https://www.wildberries.ru/catalog/106706358/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
438,Redmi 10C  64Gb,38,15990,9913,Xiaomi,178,5,https://www.wildberries.ru/catalog/115216730/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
439,Redmi 10C 64Gb Green,31,15990,11033,Xiaomi,74,5,https://www.wildberries.ru/catalog/116414349/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
440,"С30 4 64b 6.5"" 1600x720 HD   5000 mAh",33,11990,8033,Realme,632,5,https://www.wildberries.ru/catalog/114579139/detail.aspx?targetUrl=BP,1,64Gb,4Gb,2700,6.5
441,Redmi 10C  128Gb Green,30,19990,13993,Xiaomi,35,5,https://www.wildberries.ru/catalog/76961301/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
442,iPhone 13  (СНГ),22,93990,73312,Apple,38,5,https://www.wildberries.ru/catalog/114447579/detail.aspx?targetUrl=BP,1,256Gb,,,
445,Galaxy S22 Ultra 5G ,29,119990,85192,Samsung,30,5,https://www.wildberries.ru/catalog/85451571/detail.aspx?targetUrl=BP,1,256Gb,,,
448,"Redmi Note 11 4  6.43"" 1080 x 2400 8 Core 1Tb…",45,26990,14844,Xiaomi,586,5,https://www.wildberries.ru/catalog/65373048/detail.aspx?targetUrl=BP,1,64Gb,,,
450,iPhone 13 Pro Max  (СНГ),13,139990,121791,Apple,16,5,https://www.wildberries.ru/catalog/114447582/detail.aspx?targetUrl=BP,1,512Gb,,,
451,Galaxy M32 ,26,22990,17012,Samsung,51,5,https://www.wildberries.ru/catalog/108584922/detail.aspx?targetUrl=BP,1,128Gb,,,
452,"POP 6 PRO 5000 мАч 6,56""",5,6306,5990,TECNO,92,5,https://www.wildberries.ru/catalog/105855646/detail.aspx?targetUrl=BP,1,32Gb,2Gb,800,6.56
454,"9 5G 4  6.6"" 120 герц",35,19990,12993,Realme,56,5,https://www.wildberries.ru/catalog/121028504/detail.aspx?targetUrl=BP,1,64Gb,,,
458,CAMON 19 Pro 8 ,25,23986,17989,TECNO,39,5,https://www.wildberries.ru/catalog/93986035/detail.aspx?targetUrl=BP,1,128Gb,,,
459,nova 10 SE ,34,29999,19799,Huawei,9,5,https://www.wildberries.ru/catalog/137559232/detail.aspx?targetUrl=BP,1,128Gb,,,
460,nova Y90 6.7''  50 МП 5000 мА*ч,28,17999,12959,Huawei,83,5,https://www.wildberries.ru/catalog/118174724/detail.aspx?targetUrl=BP,1,128Gb,,,
461,iPhone 13  (СНГ),19,79990,64791,Apple,38,5,https://www.wildberries.ru/catalog/113244920/detail.aspx?targetUrl=BP,1,128Gb,,,
462,Pova 4 6.82 1640*720 8 ,12,16990,14951,TECNO,306,5,https://www.wildberries.ru/catalog/105853183/detail.aspx?targetUrl=BP,1,128Gb,,,
463,X4 GT  256Gb,6,35990,33830,POCO,277,5,https://www.wildberries.ru/catalog/113245048/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
464,Redmi Note 11S NFC 6  Gray,32,25990,17673,Xiaomi,28,5,https://www.wildberries.ru/catalog/98753070/detail.aspx?targetUrl=BP,1,64Gb,,,
465,Redmi Note 10S 6 ,33,29990,20093,Xiaomi,86,5,https://www.wildberries.ru/catalog/102449889/detail.aspx?targetUrl=BP,1,128Gb,,,
466,Redmi 10C  128Gb Blue,30,19990,13993,Xiaomi,25,5,https://www.wildberries.ru/catalog/76961302/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
468,POVA NEO 2 LG6n 4 ,30,13557,9489,TECNO,190,5,https://www.wildberries.ru/catalog/103357380/detail.aspx?targetUrl=BP,1,64Gb,,,
469,Galaxy A23 ,29,23990,17032,Samsung,110,5,https://www.wildberries.ru/catalog/84888157/detail.aspx?targetUrl=BP,1,128Gb,,,
470,Redmi 10C  64Gb Blue,31,15990,11033,Xiaomi,50,5,https://www.wildberries.ru/catalog/116414348/detail.aspx?targetUrl=BP,1,64Gb,3Gb,,
471,"9 2400x1080 6,4"" 6  5000 мАч",0,19890,19890,Realme,63,5,https://www.wildberries.ru/catalog/115462225/detail.aspx?targetUrl=BP,1,128Gb,,,
473,"A27 синий 5.45"" 2 ",5,3779,3590,ITEL,153,5,https://www.wildberries.ru/catalog/68902193/detail.aspx?targetUrl=BP,1,32Gb,,,
474,M5s  128Gb Blue,17,17990,14931,POCO,70,5,https://www.wildberries.ru/catalog/100469817/detail.aspx?targetUrl=BP,1,128Gb,4Gb,600,5.45
477,LG7n Pova 4 ,6,15990,15030,TECNO,4,5,https://www.wildberries.ru/catalog/122258824/detail.aspx?targetUrl=BP,1,128Gb,,,
478,Galaxy A32 ,20,19990,15992,Samsung,96,5,https://www.wildberries.ru/catalog/94659306/detail.aspx?targetUrl=BP,1,64Gb,,,
479,Galaxy S22 5G ,26,72990,54012,Samsung,43,4,https://www.wildberries.ru/catalog/84888158/detail.aspx?targetUrl=BP,1,128Gb,,,
480,iPhone 13  (PRODUCT)RED,5,109990,104490,Apple,25,5,https://www.wildberries.ru/catalog/40658646/detail.aspx?targetUrl=BP,1,512Gb,,,
482,"A27 серый 5.45"" 2 ",5,3779,3590,ITEL,159,5,https://www.wildberries.ru/catalog/68902189/detail.aspx?targetUrl=BP,1,32Gb,,,
483,iPhone 11  (Азия),20,54990,43992,Apple,7,5,https://www.wildberries.ru/catalog/104203552/detail.aspx?targetUrl=BP,1,128Gb,,,
484,T1  128Gb,22,22990,17932,VIVO,139,5,https://www.wildberries.ru/catalog/113197100/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
485,T1  128Gb,22,22990,17932,VIVO,208,5,https://www.wildberries.ru/catalog/113238983/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
488,Galaxy A13 ,18,16990,13931,Samsung,93,5,https://www.wildberries.ru/catalog/85451563/detail.aspx?targetUrl=BP,1,128Gb,,,
489,G21 6.5 1600x720 4 ,24,16990,12912,Nokia,252,5,https://www.wildberries.ru/catalog/105847516/detail.aspx?targetUrl=BP,1,128Gb,,,
491,"С35 зеленый 6.6"" 4 ",5,15779,14990,Realme,53,5,https://www.wildberries.ru/catalog/113271123/detail.aspx?targetUrl=BP,1,128Gb,,,
492,С25Y 4 64b 6.5 1600x720HD  5000m,24,10990,8352,Realme,110,5,https://www.wildberries.ru/catalog/131745098/detail.aspx?targetUrl=BP,1,64Gb,4Gb,400,6.5
494,Galaxy A03 ,28,10490,7552,Samsung,142,5,https://www.wildberries.ru/catalog/84888193/detail.aspx?targetUrl=BP,1,32Gb,,,
495,iPhone 12  (АЗИЯ),15,67702,57546,Apple,7,5,https://www.wildberries.ru/catalog/131112966/detail.aspx?targetUrl=BP,1,128Gb,,,
497,Смартфон,11,10507,9351,Samsung,1,5,https://www.wildberries.ru/catalog/32762220/detail.aspx?targetUrl=BP,1,32Gb,2Gb,10,6.5
499,Y22  6,31,15999,11039,VIVO,244,5,https://www.wildberries.ru/catalog/120012877/detail.aspx?targetUrl=BP,1,4Gb,4Gb,,
500,G21 6.5 1600x720 6 ,24,16990,12912,Nokia,85,4,https://www.wildberries.ru/catalog/105847517/detail.aspx?targetUrl=BP,1,128Gb,,,
501,Galaxy A23 ,30,19990,13993,Samsung,60,5,https://www.wildberries.ru/catalog/84888156/detail.aspx?targetUrl=BP,1,64Gb,,,
502,"Redmi Note 11S  128Gb 6.43"" 1080 x 2400 108 МП 8…",38,34990,21693,Xiaomi,95,5,https://www.wildberries.ru/catalog/72283730/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,6.43
504,M4 5G 6  NFC,10,20000,18000,POCO,7,4,https://www.wildberries.ru/catalog/126722012/detail.aspx?targetUrl=BP,1,128Gb,,,
505,NOTE 12 6 ,32,18990,12913,Infinix,53,5,https://www.wildberries.ru/catalog/127687859/detail.aspx?targetUrl=BP,1,128Gb,,,
507,SM-F721B Galaxy Z Flip 4,23,84403,64990,Samsung,17,5,https://www.wildberries.ru/catalog/137857966/detail.aspx?targetUrl=BP,1,256Gb,8Gb,10,6.7
508,iPhone 12  (АЗИЯ),15,67702,57546,Apple,12,5,https://www.wildberries.ru/catalog/131112789/detail.aspx?targetUrl=BP,1,128Gb,,,
509,Galaxy A33 5G ,30,29990,20993,Samsung,37,4,https://www.wildberries.ru/catalog/113254238/detail.aspx?targetUrl=BP,1,128Gb,,,
510,Galaxy A73 5G ,30,49990,34993,Samsung,14,5,https://www.wildberries.ru/catalog/113254247/detail.aspx?targetUrl=BP,1,256Gb,,,
511,Redmi Note 11 4  Синие Сумерки,40,25990,15594,Xiaomi,23,5,https://www.wildberries.ru/catalog/113214275/detail.aspx?targetUrl=BP,1,64Gb,,,
512,Galaxy S22 Ultra 5G ,29,119990,85192,Samsung,6,5,https://www.wildberries.ru/catalog/113254274/detail.aspx?targetUrl=BP,1,256Gb,,,
513,70  256Gb Midnight Black,10,44990,40491,Honor,20,5,https://www.wildberries.ru/catalog/106706361/detail.aspx?targetUrl=BP,1,256Gb,8Gb,,
514,"Redmi Note 11 Pro 5G  12 6.67"" 1080 x 2400…",36,44990,28793,Xiaomi,204,5,https://www.wildberries.ru/catalog/72288318/detail.aspx?targetUrl=BP,1,128Gb,8Gb,700,6.67
515,Galaxy A13 ,20,14990,11992,Samsung,99,5,https://www.wildberries.ru/catalog/84888174/detail.aspx?targetUrl=BP,1,64Gb,,,
516,Galaxy A03 ,25,11990,8992,Samsung,11,4,https://www.wildberries.ru/catalog/106469877/detail.aspx?targetUrl=BP,1,64Gb,,,
517,M5s  128Gb White,17,17990,14931,POCO,40,5,https://www.wildberries.ru/catalog/100469811/detail.aspx?targetUrl=BP,1,128Gb,4Gb,,
523,Redmi 10 2022  6 Blue,24,16990,12912,Xiaomi,38,5,https://www.wildberries.ru/catalog/86264789/detail.aspx?targetUrl=BP,1,64Gb,4Gb,300,6.5
524,iPhone 12  (АЗИЯ),15,67702,57546,Apple,20,5,https://www.wildberries.ru/catalog/131112441/detail.aspx?targetUrl=BP,1,128Gb,,,
525,"A48 фиолетовый 1560х720 6,1"" 2  5 0,08 Мп 5 Мп…",5,4727,4490,ITEL,66,5,https://www.wildberries.ru/catalog/38764016/detail.aspx?targetUrl=BP,1,32Gb,,,
526,Redmi 9C 3 ,10,10990,9891,Xiaomi,41,4,https://www.wildberries.ru/catalog/119037931/detail.aspx?targetUrl=BP,1,64Gb,,,
529,iPhone 13 Pro 1Tb (СНГ),17,149990,124491,Apple,5,5,https://www.wildberries.ru/catalog/114447594/detail.aspx?targetUrl=BP,1,1024Gb,0Gb,20,6.1
530,iPhone 13 Pro Max  (СНГ),13,139990,121791,Apple,11,5,https://www.wildberries.ru/catalog/114447575/detail.aspx?targetUrl=BP,1,512Gb,0Gb,50,6.7
531,POCO M4 Pro Laser black  RAM 128Gb ROM,49,34990,17844,Xiaomi,1,5,https://www.wildberries.ru/catalog/92193971/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
532,"Redmi Note 11 Pro  12 6.67"" 1080x2400 108МП 8…",28,39990,28792,Xiaomi,262,5,https://www.wildberries.ru/catalog/72287625/detail.aspx?targetUrl=BP,1,64Gb,8Gb,,
533,POCO C40  6 Green,23,12990,10002,Xiaomi,41,5,https://www.wildberries.ru/catalog/115424053/detail.aspx?targetUrl=BP,1,64Gb,4Gb,,
534,C31 dark green 4 64G,5,10200,9690,Realme,40,5,https://www.wildberries.ru/catalog/118793534/detail.aspx?targetUrl=BP,1,64Gb,4Gb,,6.5
535,"Narzo 50i Prime 5000 мАч 6.5""",5,8411,7990,Realme,26,5,https://www.wildberries.ru/catalog/127700602/detail.aspx?targetUrl=BP,1,64Gb,4Gb,,6.6
536,"A49 черный 6.6"" 2 ",5,5253,4990,ITEL,81,5,https://www.wildberries.ru/catalog/68902190/detail.aspx?targetUrl=BP,1,32Gb,3Gb,,
537,POCO C40  6 Yellow (MZB0B47RU),23,12990,10002,Xiaomi,31,4,https://www.wildberries.ru/catalog/115424052/detail.aspx?targetUrl=BP,1,64Gb,4Gb,300,6.71
538,iPhone 11  (Азия),27,47990,35032,Apple,12,5,https://www.wildberries.ru/catalog/104156248/detail.aspx?targetUrl=BP,1,64Gb,4Gb,60,6.1
539,iPhone 13  (СНГ),22,93990,73312,Apple,19,5,https://www.wildberries.ru/catalog/117274999/detail.aspx?targetUrl=BP,1,256Gb,0Gb,90,6.7
541,iPhone 11  (Азия),27,47990,35032,Apple,16,5,https://www.wildberries.ru/catalog/104176291/detail.aspx?targetUrl=BP,1,64Gb,4Gb,80,6.1
542,NokiaXR20 6.6 1080x2400 6 ,30,46990,32893,Nokia,90,4,https://www.wildberries.ru/catalog/36566541/detail.aspx?targetUrl=BP,1,128Gb,,,6.6
543,"С35 зеленый 2408x1080 6.6"" 4  5000 мАч",0,13590,13590,Realme,58,5,https://www.wildberries.ru/catalog/111524079/detail.aspx?targetUrl=BP,1,64Gb,,,
545,"BV6600, черный",30,17129,11990,Blackview,16,5,https://www.wildberries.ru/catalog/119350262/detail.aspx?targetUrl=BP,1,64Gb,4Gb,100,5.7
546,iPhone SE  (СНГ),26,45990,34032,Apple,12,5,https://www.wildberries.ru/catalog/113244892/detail.aspx?targetUrl=BP,1,64Gb,,,
547,Redmi 10 2022  6 Gray,24,16990,12912,Xiaomi,25,5,https://www.wildberries.ru/catalog/86264792/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.5
548,"С35 черный 6.6"" 4 ",5,13674,12990,Realme,36,5,https://www.wildberries.ru/catalog/113271122/detail.aspx?targetUrl=BP,1,64Gb,,,
549,"Spark 8C 6.6"" 4 ",5,8411,7990,TECNO,28,5,https://www.wildberries.ru/catalog/64975150/detail.aspx?targetUrl=BP,1,64Gb,1Gb,,
550,Pova 4 6.82 1640*720 8 ,6,16990,15970,TECNO,306,5,https://www.wildberries.ru/catalog/105853184/detail.aspx?targetUrl=BP,1,128Gb,,,
551,Redmi 10 2022  6 White,24,16990,12912,Xiaomi,24,5,https://www.wildberries.ru/catalog/86264787/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.5
552,iPhone 13  (США),19,79990,64791,Apple,24,5,https://www.wildberries.ru/catalog/103556900/detail.aspx?targetUrl=BP,1,128Gb,,,
554,Galaxy S22 Ultra 5G ,29,119990,85192,Samsung,8,5,https://www.wildberries.ru/catalog/113254252/detail.aspx?targetUrl=BP,1,256Gb,0Gb,,
555,"С35 черный 6.6"" 4 ",5,15779,14990,Realme,18,5,https://www.wildberries.ru/catalog/113271121/detail.aspx?targetUrl=BP,1,128Gb,,,
556,Redmi Note 11S Graphite Gray  RAM 64Gb ROM,46,32990,17814,Xiaomi,6,5,https://www.wildberries.ru/catalog/92194014/detail.aspx?targetUrl=BP,1,64Gb,6Gb,,
557,"С35 черный 2408x1080 6.6"" 4  5000 мАч",0,14590,14590,Realme,63,5,https://www.wildberries.ru/catalog/111525330/detail.aspx?targetUrl=BP,1,128Gb,,,6.6
558,4030G Nice Mini,45,4746,2610,BQ,158,4,https://www.wildberries.ru/catalog/18088250/detail.aspx?targetUrl=BP,1,64Gb,1Gb,700,3.97
559,"A48 зеленый 1560х720 6,1 2  5 0,08 Мп 5 Мп 300…",5,4727,4490,ITEL,65,5,https://www.wildberries.ru/catalog/38764018/detail.aspx?targetUrl=BP,1,32Gb,7Gb,,
560,Galaxy A23 ,30,19990,13993,Samsung,34,5,https://www.wildberries.ru/catalog/113254249/detail.aspx?targetUrl=BP,1,64Gb,,,
561,Power Armor 14 Black,29,16490,11707,Ulefone,33,4,https://www.wildberries.ru/catalog/98601855/detail.aspx?targetUrl=BP,1,64Gb,4Gb,200,6.52
562,iPhone 13 mini  (СНГ),5,79990,75990,Apple,10,5,https://www.wildberries.ru/catalog/126721611/detail.aspx?targetUrl=BP,1,128Gb,,,
563,"Spark 8C 6.6"" 4 ",5,8411,7990,TECNO,41,5,https://www.wildberries.ru/catalog/67051665/detail.aspx?targetUrl=BP,1,64Gb,1Gb,,
565,Galaxy S22 Ultra ,29,119990,85192,Samsung,6,5,https://www.wildberries.ru/catalog/113254269/detail.aspx?targetUrl=BP,1,256Gb,0Gb,,
567,Galaxy S22  5G ,19,79990,64791,Samsung,10,5,https://www.wildberries.ru/catalog/84888168/detail.aspx?targetUrl=BP,1,128Gb,,,
568,Galaxy A13 ,20,14990,11992,Samsung,109,5,https://www.wildberries.ru/catalog/84888188/detail.aspx?targetUrl=BP,1,64Gb,,,
569,Galaxy A73 5G ,30,49990,34993,Samsung,5,5,https://www.wildberries.ru/catalog/104411731/detail.aspx?targetUrl=BP,1,256Gb,,,
570,Redmi 10 2022  6,30,16990,11893,Xiaomi,198,5,https://www.wildberries.ru/catalog/87256670/detail.aspx?targetUrl=BP,1,64Gb,4Gb,1400,6.5
571,Power Armor 13 Black,24,27990,21272,Ulefone,35,5,https://www.wildberries.ru/catalog/98601896/detail.aspx?targetUrl=BP,1,256Gb,8Gb,200,6.81
572,Galaxy A23 ,29,23990,17032,Samsung,28,5,https://www.wildberries.ru/catalog/106490719/detail.aspx?targetUrl=BP,1,128Gb,,,
573,Galaxy A33 5G ,30,29990,20993,Samsung,56,5,https://www.wildberries.ru/catalog/112412883/detail.aspx?targetUrl=BP,1,128Gb,,,
574,"Redmi 10C 6.71"" 1650x720 IPS Qualcomm Snapdragon 68…",39,17990,10973,Xiaomi,132,5,https://www.wildberries.ru/catalog/75665278/detail.aspx?targetUrl=BP,1,64Gb,4Gb,1200,6.71
575,Galaxy A13 ,21,13990,11052,Samsung,22,5,https://www.wildberries.ru/catalog/113254256/detail.aspx?targetUrl=BP,1,32Gb,,,
577,iPhone 11  АЙФОН 11,0,44100,44100,Apple,69,4,https://www.wildberries.ru/catalog/120562870/detail.aspx?targetUrl=BP,1,128Gb,,,
578,"Redmi Note 11 Pro 5G  12 6.67"" 1080 x 2400…",34,44990,29693,Xiaomi,204,5,https://www.wildberries.ru/catalog/72288320/detail.aspx?targetUrl=BP,1,128Gb,8Gb,400,6.67
579,Galaxy S22 Ultra 5G ,29,119990,85192,Samsung,20,5,https://www.wildberries.ru/catalog/85451981/detail.aspx?targetUrl=BP,1,256Gb,12Gb,80,6.8
580,Vision 3 Plus 4  черный,5,8411,7990,ITEL,28,5,https://www.wildberries.ru/catalog/84900122/detail.aspx?targetUrl=BP,1,64Gb,1Gb,,
581,iPhone 13  (СНГ),22,93990,73312,Apple,36,5,https://www.wildberries.ru/catalog/114447593/detail.aspx?targetUrl=BP,1,256Gb,,,
582,Apple iPhone X  айфон 10 айфон х,6,30600,28764,Apple,29,4,https://www.wildberries.ru/catalog/92502118/detail.aspx?targetUrl=BP,1,256Gb,,,
583,Galaxy S22 ,28,79990,57592,Samsung,4,4,https://www.wildberries.ru/catalog/99532303/detail.aspx?targetUrl=BP,1,256Gb,,,
584,Galaxy A13 ,18,16990,13931,Samsung,35,5,https://www.wildberries.ru/catalog/85452421/detail.aspx?targetUrl=BP,1,128Gb,,,
585,iPhone 13  (Япония),19,79990,64791,Apple,5,5,https://www.wildberries.ru/catalog/107005672/detail.aspx?targetUrl=BP,1,128Gb,,,
586,"C30 6,5"" 2 ",5,5990,5690,Realme,153,5,https://www.wildberries.ru/catalog/114889101/detail.aspx?targetUrl=BP,1,32Gb,0Gb,,
587,Galaxy A73 5G ,30,49990,34993,Samsung,18,4,https://www.wildberries.ru/catalog/85451980/detail.aspx?targetUrl=BP,1,256Gb,,,
588,X8  128Gb Silver,22,28000,21840,Honor,44,5,https://www.wildberries.ru/catalog/100915285/detail.aspx?targetUrl=BP,1,128Gb,6Gb,,
589,"A48 6.1"" 2 32гб Android 10 3000 mAh 2 sim 1640x720",25,5990,4492,ITEL,37,5,https://www.wildberries.ru/catalog/26491153/detail.aspx?targetUrl=BP,1,32Gb,2Gb,200,6.1
590,iPhone 12  (АЗИЯ),15,67702,57546,Apple,3,5,https://www.wildberries.ru/catalog/131113145/detail.aspx?targetUrl=BP,1,128Gb,,,
